userName,app,score,at,content,normalized_text
Vinsensius Yudhi,Gojek,2,2026-03-29 23:49:00,sulit sekarang saat urgent booking sudah setengah jam ga dapat2,sulit sekarang urgent booking tengah jam tidak
Ariari Bodong,Gojek,5,2026-03-29 23:44:19,driver ramah,pengemudi ramah
Jericho Elshaday,Gojek,2,2026-03-29 23:38:19,"dulu cepet kalo dapet driver, masuk 2026 tambah susah cari driver tolong ya kita yg sekolah juga butuh nihh",dulu cepet kalo dapet pengemudi masuk tambah susah cari pengemudi ya yang sekolah butuh nihh
Enji Lita,Gojek,1,2026-03-29 23:37:00,"lama dapet driver, sudah telat 4 kali gara² gojek",lama dapet pengemudi telat kali gara gojek
zahra sholihah,Gojek,1,2026-03-29 23:36:30,lama cari gojeknya..,lama cari gojek
marissa nurfadzillah hermana,Gojek,1,2026-03-29 23:31:13,harga mahal ttp lama,harga mahal ttp lama
Kristiawan,Gojek,1,2026-03-29 23:30:18,driver nya banyak tapi di apk lagi nyari lama banget gw mau sekolah telat,pengemudi nya banyak di apk nyari lama banget saya mau sekolah telat
dafiya ms,Gojek,2,2026-03-29 23:29:15,"DRIVER LELET SEMUA, KAGA ADA YANG MAU NGANTER SEMUA. PADAHAL DI DEKAT LOKASI ADA BANYAK DRIVER TAPI GAMAU AMBIL-AMBIL, KESEL BANGET GILAA! UDAH BEBERAPA KALI KEK GANTI SAMPE TEMPAT TUJUAN SELALU TELAT.",pengemudi lelet semua kaga yang mau nganter semua padahal dekat lokasi banyak pengemudi gamau ambilambil kesel banget gilaa sudah beberapa kali kek ganti sampe tempat tuju selalu telat
akhtar Rauf,Gojek,1,2026-03-29 23:24:43,lelet dapet driver,lelet dapet pengemudi
Nur Alamsah,Gojek,5,2026-03-29 23:22:53,sangaat bangus sekali,sangaat bangus sekali
Dian Cute,Gojek,2,2026-03-29 23:22:07,ko skrg gojek jd mahal bgt jarak dkt aj smp 20rb ihhh.. ud jrang bgt dpt vocher.. parah sihh,ko sekarang gojek jd mahal banget jarak dkt aj smp rb ihhh ud jrang banget dpt vocher parah sihh
Lingzt 123,Gojek,1,2026-03-29 23:20:58,"driver lelet, seenaknya sendiri, lalu sistem bintang di costumer suka di main mainin driver biar drivernya itu itu terus karena tip",pengemudi lelet enak sendiri lalu sistem bintang costumer suka main mainin pengemudi biar drivernya itu terus tip
Anggi Yanto,Gojek,2,2026-03-29 23:19:13,"harus nya pembukaan driver di perbnyak, maka nya susah cari driver. karena driver yg lama2 merasa dia pling berkuasa. maka nya seenak nya menolak orderan",nya buka pengemudi perbnyak nya susah cari pengemudi pengemudi yang lama rasa pling kuasa nya enak nya tolak pesan
Shabira Hayoto,Gojek,5,2026-03-29 23:10:34,"Jujur sebenarnya apk nya bagus bgtt, tapi entah kenapa akhir-akhir ini kalau mau mesen goride tuh bener bener lama bgt, walaupun harga nya udah di naikin juga tetep ga ada yg mau ngambil padahal situasi nya bukan hujan, semoga bisa lebih di kembangkan ya",jujur benar apk nya bagus bgtt entah akhirakhir kalau mau mesen goride itu bener bener lama banget walaupun harga nya sudah naikin tetep tidak yang mau ngambil padahal situasi nya bukan hujan moga lebih kembang
Putra Mawanda,Gojek,1,2026-03-29 22:48:58,"Susah cari drivernya mau itu gofood, gocar, gojek. Padahal di sekitar driver banyak. Kemudian driver sekarang pilih2 orderan",susah cari drivernya mau go food go car gojek padahal sekitar pengemudi banyak kemudian pengemudi sekarang pilih pesan
Ujang Rian,Gojek,3,2026-03-29 22:35:17,semoga sekarang aman mohon pengawalan dgn ketat oleh pihak gojek biar tidak ada yang di rugikan oleh pihak ke 3,moga sekarang aman mohon awal dengan ketat pihak gojek biar ada di rugi pihak
Polca San,Gojek,3,2026-03-29 22:33:42,"tolng dong perbaiki sistemnya, masa jauh-jauh dpt drivernya. Mau hemat waktu malah jdi ga efisien gra-gara sistem kalian.",tolng dong baik sistem masa jauhjauh dpt drivernya mau hemat waktu malah jdi tidak efisien gragara sistem kalian
Aris Kaligis,Gojek,1,2026-03-29 21:58:49,gojek makin tidak jelas dan .makan uang drver nya,gojek makin jelas makan uang pengemudi nya
Semar Wanahay,Gojek,5,2026-03-29 21:06:55,"mantapp, utk harga ny tolong di turunin dikit hehee",mantapp untuk harga ny di turunin dikit hehee
Mardhatu Harrisa,Gojek,1,2026-03-29 20:16:44,"drivernya apa2 kena cas,hujan dikit kena cas,bawa barang bawaan dikit kena cas,kek aji mumpung segala dibikin kena cas",drivernya apa kena cashujan dikit kena casbawa barang bawa dikit kena caskek aji mumpung segala bikin kena cas
cholilurrochman,Gojek,1,2026-03-29 19:11:19,saya nyari makanan tengah malem ngetik nasi goreng keluarnya malah lalapan agak laen nih mohon diperbaiki ya,nyari makan tengah malem ngetik nasi goreng keluar malah lalap laen ini mohon baik
Jacoob Last,Gojek,5,2026-03-29 18:49:37,good good all good thank y,good good all good thank y
M Ridwan,Gojek,1,2026-03-29 18:33:43,aplikasi aneh banget dapet goco tapi ga masuk goconya dari daily mistery box terus buka daily mistery box .malah di suruh gacha lagi alhasil coba lagi wkwkwk separah ini kah padahal tdi ada tulisannya goco di distribusi dan ternyata scam,aplikasi aneh banget dapet goco tidak masuk goconya daily mistery box terus buka daily mistery box malah suruh gacha alhasil coba tawa parah kah padahal tdi tulis goco distribusi nyata scam
Fajar Hidayatullah,Gojek,2,2026-03-29 18:19:02,suka gak dapet driver kalo pesen makanan,suka tidak dapet pengemudi kalo sen makan
Muhammad Yusuf Harahap S.E.,Gojek,1,2026-03-29 17:54:48,"Aplikasi gojek, go food nya skrg benar2 kacau dan mengecewakan. Saya sering mesan sampai nunggu Berjam jam dan yang ada malah dibatalkan. Untuk gofood kali ini saya sebagai konsumen sangat kecewa. Sudah nunggu lama driver tak kunjung dapat.",aplikasi gojek go food nya sekarang benar kacau kecewa sering mesan nunggu jam jam yang malah batal go food kali saya konsumen sangat kecewa nunggu lama pengemudi tak kunjung
Sragen Natalia,Gojek,5,2026-03-29 17:39:25,Sangat Puas,sangat puas
dwi andika,Gojek,1,2026-03-29 17:33:07,"susah nyari driver,klo udah di batalin mau pesen lagi harus nunggu lama lagi",susah nyari driverklo sudah batalin mau sen harus nunggu lama
Novia Barkah,Gojek,5,2026-03-29 17:23:55,"ramah , dan cepat sampai nya.. makasih pak",ramah cepat nya terima kasih pak
Alyssa Inara putriana,Gojek,1,2026-03-29 17:18:33,pesen gofood susah driver,sen go food susah pengemudi
Ika Purwanti,Gojek,2,2026-03-29 17:16:32,"ga mau pakai gojek atau gofood/gosend lagi, kurir/driver nya kasar kasar, amit amit",tidak mau pakai gojek gofoodgosend kurirdriver nya kasar kasar amit amit
Ervaranzap Putra,Gojek,2,2026-03-29 17:13:06,apk aneh mesen makanan uda nunggu lama masa driver belum dateng dateng,apk aneh mesen makan uda nunggu lama masa pengemudi dateng dateng
Hahwujwbwb,Gojek,1,2026-03-29 17:08:25,lama dapat driver udah 2kali dapat langsung diskip bintang 1,lama pengemudi sudah kali langsung skip bintang
Yunik Rezky,Gojek,5,2026-03-29 17:02:23,ok bgt pokoknya,banget pokok
Gi0NO 58,Gojek,3,2026-03-29 17:02:12,3 dulu... 1 hari ..aku order 4x di tolak mereka... apakah mereka mendapat teguran..atau sangsi.... ini merugikan....jam 21..malam aku menunggu ..😪... tolong dong...profesional.... kalau menolak...lebih baik tidur saja....jgn online. terima kasih 🙏,dulu hari saya pesan x tolak apakah dapat teguranatau sangsi merugikanjam malam saya tunggu dongprofesional kalau menolaklebih baik tidur sajajgn online terima kasih
Chandra Wahyudi 04,Gojek,3,2026-03-29 16:51:35,gila susah bener nyari driver sekarang di wilayah Palembang,gila susah bener nyari pengemudi sekarang wilayah palembang
Ruri Anesia,Gojek,1,2026-03-29 16:50:52,"makin hari makin gjls go food nya. saya pesen go food Uda 2 jam nunggu, driver susah bgt dapet nya. padahal pake yg ekspres. Uda ganti resto sampe 2 kali. kecewa bgt sama gojek. parah sih",makin hari makin gjls go food nya sen go food uda jam nunggu pengemudi susah banget dapet nya padahal pakai yang ekspres uda ganti resto sampe kali kecewa banget sama gojek parah sih
Edi Purwito,Gojek,4,2026-03-29 16:38:48,Mantaaap...,mantaaap
fajri amariskullah,Gojek,1,2026-03-29 16:35:20,ga masuk akal nih apk. apa2 di jadiin duit sm nih apk. mana lelet lagi. kasian mitranya. membebani mitra n cs nya.. ga membantu. kurang ajar nih apk. udh hampir 2jam nunggu mkn. ehh ga bisa order. cancel ga bisa.,tidak masuk akal ini apk apa jadiin duit sama ini apk mana lelet kasi mitra beban mitra n cs nya tidak bantu kurang ajar ini apk sudah hampir jam nunggu mkn ehh tidak pesan cancel tidak
Fauzan Tahir,Gojek,5,2026-03-29 16:31:23,bisa membantu saya ketika lg laper tengah malem,bantu ketika lagi laper tengah malem
Rizky Fadillah,Gojek,1,2026-03-29 16:30:34,lama cok,lama cok
Damar Wangsa Ghofarana,Gojek,5,2026-03-29 16:27:49,"pelayanan drivernya okei, kecepatan mendapatkan drivernya juga sangat oke, dan pengantarannya yang sangat cepat dan mantapp",layan drivernya baik cepat dapat drivernya sangat baik antar sangat cepat mantapp
Amira Pramesti,Gojek,1,2026-03-29 16:26:40,"knpa skrng jd lebih lama ya anter makanannya, pdhal jaraknya ga terlalu jauh tapi bisa sampe 30 - 50 menit. sedangkan di aplikasi lain bisa lebih cepet. tolong di perbaiki ya, terimakasih.",knpa sekarang jd lebih lama anter makan pdhal jarak tidak terlalu jauh bisa sampe menit di aplikasi bisa lebih cepet di baik terimakasih
Fachrizal Ramadhan,Gojek,2,2026-03-29 16:13:20,"Kelamaan cari drivernya. Pesen makanan nunggu 1jam cuman buat cari driver, ga dapet terus.",lama cari drivernya sen makan nunggu jam cuman buat cari pengemudi tidak dapet terus
agus the family,Gojek,3,2026-03-29 16:13:01,"lama dapat driver, pernah gosend di cancel drivernya",lama pengemudi pernah gosend cancel drivernya
RYAN KRNWN,Gojek,5,2026-03-29 16:10:09,"overall stabil,ada beberapa bug nyebelin kaya switch payment dri tunai ke saldo gopay kadang suka gabisa. Kalo bisa sih tambahin payment qris kaya grab,sangat memudahkan genZ",overall stabilada beberapa bug nyebelin kaya switch payment dri tunai saldo gopay kadang suka gabisa kalo sih tambahin payment qris kaya grabsangat mudah genz
wespin Simanungkalit,Gojek,1,2026-03-29 16:04:42,"aplikasi gak jelas, udah 3 kali saya pesan makanan tapi gak dapat driver,emg aplikasi gak jelas",aplikasi tidak jelas sudah kali pesan makan tidak driveremg aplikasi tidak jelas
Andy Nugroho,Gojek,1,2026-03-29 16:02:22,pelayanan mengecewakan auto uninstal. bye,layan kecewa auto uninstal bye
Bayu X CooL,Gojek,5,2026-03-29 15:55:29,OK mantaff,mantaff
Arka Permana,Gojek,3,2026-03-29 15:54:08,"woy lah minggu minggu ini driver ga mau ngambil pesenan apa, lapar ini lapar astaghfirullah...",woy lah minggu minggu pengemudi tidak mau ngambil sen apa lapar lapar astaghfirullah
Alfriadi,Gojek,1,2026-03-29 15:51:26,"apk ga jelas. sekarang merugikan kedua belah pihak, pihak driver dan customer. dari driver selalu aja ga pernah komunikasi ke customer terkait narik atau tidaknya",apk tidak jelas sekarang rugi dua belah pihak pihak pengemudi customer pengemudi selalu aja tidak pernah komunikasi customer kait narik tidak
Ima Sitif,Gojek,2,2026-03-29 15:46:00,trs bedanya pesen gofood express sama reguler apa min? beda harga nya aja kah? herman sayaaa,trs beda sen go food express sama reguler apa min beda harga nya aja herman sayaaa
Dinar Ringga,Gojek,5,2026-03-29 15:38:57,cepat dan mudah,cepat mudah
Rismawanto Dwi Utomo,Gojek,1,2026-03-29 15:38:30,"aplikasi lelet,cs gak guna",aplikasi leletcs tidak
Yulia Dewi,Gojek,3,2026-03-29 15:37:15,"dapet drivernya lama,dan dari kemarin pun sama,mentang-mentang ongkirnya murah jadinya GK ada yang nganterin (untuk wilayah bandar Lampung) untuk wilayah lain aman-aman aja",dapet drivernya lamadan kemarin samamentangmentang ongkirnya murah jadi tidak yang nganterin wilayah bandar lampung wilayah amanaman aja
alicia house of pomerian,Gojek,1,2026-03-29 15:35:11,aplikasi yang makin hari makin bobrok,aplikasi makin hari makin bobrok
Rusdi Rusman Pwk C,Gojek,1,2026-03-29 15:27:01,ga ngebantu,tidak ngebantu
AMALIYATI SHOLIHAH,Gojek,1,2026-03-29 15:12:24,"DRIVER KOSONG PAS UJAN, NUNGGU GOFOOD SATU JAM LEBIH TAUNYA SURUH BATALIN DARI APK. GAJELAS",pengemudi kosong pas ujan nunggu go food satu jam lebih tau suruh batalin apk gajelas
Singo Koponk,Gojek,1,2026-03-29 15:07:34,"pesan gofood lama bgt dapat driver nya, mana ngak bisa di cancel, nunggu hampir 1jam ngak ada kepastiaan, perut keburu lapar",pesan go food lama banget pengemudi nya mana ngak di cancel nunggu hampir jam ngak kepastiaan perut keburu lapar
Fakhri Fauzan,Gojek,2,2026-03-29 15:05:55,lama nya bener² kebangetan kalo mesen go food driver nya ga ketemu²,lama nya bener banget kalo mesen go food pengemudi nya tidak ketemu
DnnG GanZ,Gojek,1,2026-03-29 15:03:29,"ga dapet"" driver",tidak dapet pengemudi
Rina,Gojek,1,2026-03-29 14:59:53,"Gofoodnya pula udah 2x nunggu hampir sejam gak nyangkut2 drivernyaaa RUGIII WAKTU WOYYY kalo mendung dikit aja dapetnya jau bgt giliran dapet astaga gak ada beda sama tarif yg murahhh , waktu tunggu lamaa bangett , orang mah buru2 jadi nunggu set jam anjir",gofoodnya sudah x nunggu hampir jam tidak nyangkut drivernyaaa rugiii waktu woyyy kalo mendung dikit aja dapetnya jau banget gilir dapet astaga tidak beda sama tarif yang murahhh waktu tunggu lamaa bangett orang mah buru jadi nunggu set jam anjir
jihan,Gojek,5,2026-03-29 14:57:34,membantu transportasi saya,bantu transportasi
rahma utami,Gojek,1,2026-03-29 14:48:21,"kacau udah nunggu lama, gak dapet"" driver ternyata dibatalkan. estimasi nyari drivernya lama banget, udh gtu gak dapet pula payah bgt",kacau sudah nunggu lama tidak dapet pengemudi nyata batal estimasi nyari drivernya lama banget sudah gtu tidak dapet payah banget
Tatan Zz,Gojek,1,2026-03-29 14:48:17,semakin ke sini mencari gocar semakin sulit ntah kenapa padahal saya selalu ngasih tip kakau drivernya baik selalu nunggu di depan kalau driver udh dekat. kecewa sih,makin sini cari go car makin sulit ntah padahal selalu ngasih tip kakau drivernya baik selalu nunggu depan kalau pengemudi sudah dekat kecewa sih
Khoirul Hidayatulloh,Gojek,1,2026-03-29 14:40:12,susah dapet driver kalo pesen makan keburu mati nunggu driver,susah dapet pengemudi kalo sen makan keburu mati nunggu pengemudi
M.Rizal Saefudin,Gojek,1,2026-03-29 14:38:57,"lelet, ada fitur hemat tpi driver gak mau ambil gblok",lelet fitur hemat tpi pengemudi tidak mau ambil gblok
Kenz Andre,Gojek,1,2026-03-29 14:31:45,aplikasi tolol,aplikasi tolol
Ibnu Hakim,Gojek,1,2026-03-29 14:30:23,Makin lama makin bobrok aplikatornya. Tiap hujan driver selalu diam tanpa kejelasan.,makin lama makin bobrok aplikatornya tiap hujan pengemudi selalu diam jelas
Alvito Arkananta,Gojek,1,2026-03-29 14:28:10,"lelet, mahal, mending apk sebelah",lelet mahal mending apk belah
sabrina athina,Gojek,5,2026-03-29 14:25:03,"lupa sudah berapa tahun pakai gojek, tapi ini satu-satunya aplikasi ramah pengguna‐menurut saya. semoga kualitas terus ditingkatkan!",lupa berapa tahun pakai gojek ini satusatunya aplikasi ramah penggunamenurut moga kualitas terus tingkat
Danang Murdianto,Gojek,1,2026-03-29 14:22:39,susah nyari driver untuk gofood. sebab kebijakan dari gojek yang membuat driver gamau ambil. dan akhirnya membuat konsumen tidak nyaman. kecewa saya sebagai pelanggan yang sering pesan gofood sebelumnya.,susah nyari pengemudi go food bijak gojek buat pengemudi gamau ambil akhir buat konsumen nyaman kecewa bagai langgan sering pesan go food belum
mazel gaming,Gojek,1,2026-03-29 14:20:12,"sepi driver, 2 jam gk dapet dapet, sekali nya dapet langsung di cancel",sepi pengemudi jam tidak dapet dapet sekali nya dapet langsung cancel
Ayu Chris,Gojek,5,2026-03-29 14:18:32,mantap,mantap
Noni rahayu,Gojek,5,2026-03-29 14:17:29,Gojek cepat aman dan terpercaya,gojek cepat aman percaya
Anwar Bastian,Gojek,1,2026-03-29 14:10:01,kenapa ya sekarang pesan gofood susah dapet driver padahal bukan pesan di jam yg sibuk sampe harus nunggu 30 menit itupun blm dpt driver juga.!!,ya sekarang pesan go food susah dapet pengemudi padahal bukan pesan jam yang sibuk sampe nunggu menit itu belum dpt pengemudi
Septian Rizky Fernandito,Gojek,1,2026-03-29 14:09:49,dibatalkan terus ga pernah dapat driver,batal terus tidak pernah pengemudi
Dida Herdiawan,Gojek,1,2026-03-29 14:08:06,akhir2 ini driver nya pada ga mau Terima orderan sombong amat,akhir pengemudi nya tidak mau terima pesan sombong
Akun Saya,Gojek,1,2026-03-29 13:57:03,makin lama makin susah nyari driver apk apaan ini mesen makanan 2jam nunggu driver mulu. dicancel gak bisa gak tau apa orang udah laper. GAK BISA DICANCEL NGETI GAK BAHASA GAK BISA DICANCEL,makin lama makin susah nyari pengemudi apk apa mesen makan jam nunggu pengemudi mulu dicancel tidak tidak tau apa orang sudah laper tidak dicancel ngeti tidak bahasa tidak dicancel
Tamara Park,Gojek,5,2026-03-29 13:52:34,Banyakin promo ya,banyakin promo
Kalista,Gojek,3,2026-03-29 13:47:24,"kendala yng sering saya dapatkan,, sering kali cari driver lama, sampai kadang di batalkan pembelian karna lamanya atau gak dapet drivernya",kendala yng sering dapat sering kali cari pengemudi lama kadang batal beli karena lama tidak dapet drivernya
Rachmad Saputra,Gojek,3,2026-03-29 13:47:17,kenapa selalu susah dapat driver buat gofood ya?,selalu susah pengemudi buat go food
Salman Alfarizi,Gojek,1,2026-03-29 13:43:52,udah mahal malah ada bug pesen sendiri mana gabisa di batalin,sudah mahal malah bug sen sendiri mana gabisa batalin
Prastiyo Dwi Syaputro,Gojek,1,2026-03-29 13:43:08,"TOLONG TINDAK TEGAS SEMUA MITRA DRIVER, MASAK PESAN MAKANAN 1 JAM RESTO GA DAPET DRIVER. UDA ONGKIR MAHAL DRIVER KAYAK ORANG GA BUTUH DUIT AJA. KITA ONGKIR YA BAYAR BUKAN GRATISAN.",tindak tegas semua mitra pengemudi masak pesan makan jam resto tidak dapet pengemudi uda ongkir mahal pengemudi kayak orang tidak butuh duit aja ongkir bayar bukan gratis
Arkaan Ramazhan,Gojek,4,2026-03-29 13:43:06,"kenapa akhir2 ini susah bgt driver nya?? yg goride, yg gosend, yg gofood.. ini udh sejam gosend gak ada yg nyangkut driver nya",akhir susah banget pengemudi nya yang goride yang gosend yang go food sudah jam gosend tidak yang nyangkut pengemudi nya
early iftinah,Gojek,1,2026-03-29 13:42:31,"kalo pesen gofood jarang ada yg nerima padahal resto lagi ga rame, dan gabisa dibatalin setelah 30 menit gadapet driver, kadang udah 1 jam ga dapet driver tetep gabisa dibatalin padahal pengiriman prioritas",kalo sen go food jarang yang nerima padahal resto tidak rame gabisa dibatalin menit gadapet pengemudi kadang sudah jam tidak dapet pengemudi tetep gabisa dibatalin padahal kirim prioritas
Hilwana Falennaya,Gojek,4,2026-03-29 13:40:27,jarang dpt diver,jarang dpt diver
Dzaky Ramadhan,Gojek,5,2026-03-29 13:40:15,game nya seru!,game nya seru
midadur rahman,Gojek,5,2026-03-29 13:39:30,mantap dan membantu sekali,mantap bantu sekali
Septy Lia,Gojek,5,2026-03-29 13:38:34,sangat bagus saya telah memakai apl ini selama 6 tahun pokoknya cepat,sangat bagus telah pakai apl lama tahun pokok cepat
Wahyu Falah,Gojek,5,2026-03-29 13:34:40,"bgs sh aplikasi gojek ni tp syng ongkosnya msh naik turun, klw mlm susah bnr dpt drivernya pdhl di aplikasi bnyk drivernya.",bgs sh aplikasi gojek ni tapi syng ongkos msh naik turun klw mlm susah bnr dpt drivernya pdhl aplikasi banyak drivernya
Muhammad Desta,Gojek,1,2026-03-29 13:26:58,min gimana si driver gocar nyaa pada narik penumpang lain tapi terima orderan kita juga giliran udah nungguin pas udah selesai malah ga lama di tolak kan ga enak banget sampe 10 orderan tapi malah di tolak semua capek saya udah nungguin sampe 3-4 jam an capek banget akhirnya saya cari transportasi harusnya gojek memudahkan aplikasi malah mempersulit tolong di perbaiki dulu yak maaf KLO rada kasar soalnya saya juga kebawa emosi minal aidzin fal faizin.,min bagaimana si pengemudi go car nyaa narik tumpang terima pesan juga gilir sudah nungguin pas sudah selesai malah tidak lama tolak kan tidak enak banget sampe pesan tapi malah tolak semua capek sudah nungguin sampe jam an capek banget akhir cari transportasi harus gojek mudah aplikasi malah sulit di baik dulu yak maaf kalau rada kasar soal juga bawa emosi mal aidzin fal faizin
Syarida Ida,Gojek,1,2026-03-29 13:25:17,nunggu driver harus nunggu sampe satu jam dulu baru pesanan bisa dibatalkan,nunggu pengemudi nunggu sampe satu jam dulu baru pesan batal
aldi haitami,Gojek,1,2026-03-29 13:25:06,"bubar aja ni aplikasi. go food wilayah serang banten, mandul. pindah ke sebelah ah",bubar aja ni aplikasi go food wilayah serang banten mandul pindah belah ah
Agung Daradjat,Gojek,5,2026-03-29 13:22:16,mantap,mantap
kurniawan ramadhanSMD,Gojek,5,2026-03-29 13:15:45,"tidak disaran kan untuk pilih metode pembayaran cash, sampe gajah bertelur pun gak akan ada yang ambil orderan.Begitu pakai gopay, belum juga 2 menit sudah ada ambil orderannya. Saya sangat puas sekali. Terimakasih",sar kan pilih metode bayar cash sampe gajah telur tidak ada ambil orderanbegitu pakai gopay juga menit ada ambil pesan sangat puas sekali terimakasih
Deny Saja,Gojek,1,2026-03-29 13:10:13,apk sakit,apk sakit
silviera febrianti H,Gojek,1,2026-03-29 13:09:38,susah bgt dpt driver!!!!,susah banget dpt pengemudi
Davi Al muzaki,Gojek,1,2026-03-29 13:09:21,nyari driver susah padahal banyak yang bolak balik depan rumah,nyari pengemudi susah padahal banyak bolak balik depan rumah
Pengguna Google,Gojek,2,2026-03-29 13:07:21,kyk disengaja order didiemin sama driver pdhl di map ada bbrp mobil disekitaran lokasi. tapi begitu beralih ke prioritas yg harganya 55rb pdhl jaraknya dekat langsung deh dapet driver. parahhh,kyk sengaja pesan didiemin sama pengemudi pdhl map bbrp mobil sekitar lokasi begitu alih prioritas yang harga rb pdhl jarak dekat langsung deh dapet pengemudi parahhh
hestiani sandi,Gojek,1,2026-03-29 13:06:11,susah banget dapat driver gofood. nunggu waktu pembatalan otomatis sangat lama.,susah banget pengemudi go food nunggu waktu batal otomatis sangat lama
Gamers Channel,Gojek,1,2026-03-29 13:05:52,"rese Banget ngegofood hampir sejam gak dapat driver, mana lagi lapar mana gak bisa dibatalin😡",rese banget ngegofood hampir jam tidak pengemudi mana lapar mana tidak dibatalin
Luluk Eko Setyono,Gojek,5,2026-03-29 13:05:38,pilihan terbaik utk transportasi berbasis online. pertahankan dan tingkatkan mutu layanan.,pilih baik untuk transportasi bas online tahan tingkat mutu layan
harun putra cirebon,Gojek,2,2026-03-29 13:03:49,Kenapa ya kalau saya ingin memesan makanan itu dapat drivernya susah banget tolong dong diperbaiki lagi saya tunggu responnya,ya kalau ingin mes makan dapat drivernya susah banget dong baik saya tunggu responnya
Qirom,Gojek,1,2026-03-29 13:03:20,pembohong dan menindas rakyat kecil,bohong tindas rakyat kecil
Desi Sulistia,Gojek,2,2026-03-29 12:52:25,"Apa ya baru kali ini, gomart di cancel driver sampe 2 kali, sesibuk itu atau emang gamau ambil orderan yang tarifnya rendah. Sombong banget. gue nungguin udah 30mnt lebih padahal lagi sakit dan gada yang bisa gua suruh, tapi malah kaya gini pelayanannya kacau.",apa baru kali gomart cancel pengemudi sampe kali sibuk atau emang gamau ambil pesan tarif rendah sombong banget saya nungguin sudah mnt lebih padahal sakit gada bisa gua suruh malah kaya gin layan kacau
Nawaf Fahad,Gojek,1,2026-03-29 12:48:22,driver pada lama² banget dapetnya mau gojek atau pun gofood,pengemudi lama banget dapetnya mau gojek pun go food
Raden Dika Permatadiraja,Gojek,2,2026-03-29 12:46:40,Beberapa kali order gofood dan sudah di proses atau menunggu lama tapi tiba2 dibatalkan sistem,beberapa kali pesan go food sudah proses tunggu lama tiba batal sistem
Rohit Sinaga,Gojek,1,2026-03-29 12:44:16,"Penanganan masalah lambat ,tidak ada kepedulian, baik terhadap customer dan driver yang terkena musibah",tangan masalah lambat ada peduli baik customer pengemudi kena musibah
Muhamad Ikbal,Gojek,5,2026-03-29 12:42:08,luar biasa,luar biasa
Farra Rekha putri,Gojek,3,2026-03-29 12:41:27,"gatau kenapa skrng, lama bangt buat dpet deivernya udah 4x bgini susah dapet driver",gatau sekarang lama bangt buat dpet deivernya sudah x bgini susah dapet pengemudi
muhammad kipli,Gojek,1,2026-03-29 12:37:14,khusus tanah bumbu (batulicin) driver nya stay di gacoan jdi outlet lain susah dapat driver!!!,khusus tanah bumbu batulicin pengemudi nya stay gaco jdi outlet susah pengemudi
cahya bening,Gojek,1,2026-03-29 12:29:51,"PESEN GOFOOD LAMA BGT DAPET DRIVER NYA, SAYA CANCEL KARENA HAMPIR 2 JAM GADAPET DRIVER!!!!",sen go food lama banget dapet pengemudi nya cancel hampir jam gadapet pengemudi
Fiqih,Gojek,1,2026-03-29 12:26:27,susah bgt order gosend,susah banget pesan gosend
_ lay,Gojek,1,2026-03-29 12:22:55,"pesan makanan udah 1 jam ga dikirim, gabisa dibatalin kocak bener",pesan makan sudah jam tidak kirim gabisa dibatalin kocak bener
Hanna,Gojek,1,2026-03-29 12:06:18,"Nambah lama nambah aneh. pesen goride yg udh mode comfort sekalipun susah bgt dapat driver, driver banyak yg dekat tp ga ada yang respon, sekalinya dapat juga driver yg jauh kali dari titik ku. Sama halnya dengen pesan gofood, udahlah lama, sekalinya dapet tinggal anter makan eh malah di cancel driver. Pesan makanan doang sampe 4jam lebih tnp hasil.",nambah lama nambah aneh sen goride yang sudah mode comfort sekalipun susah banget pengemudi pengemudi banyak yang dekat tapi tidak yang respon sekali juga pengemudi yang jauh kali titik ku sama hal dengen pesan go food udahlah lama sekali dapet tinggal anter makan eh malah cancel pengemudi pesan makan doang sampe jam lebih tnp hasil
Michio Kawai,Gojek,2,2026-03-29 11:58:56,"harganya gilaaaa , mending pake indriver",harga gilaaaa mending pakai indriver
marwan aifa,Gojek,5,2026-03-29 11:58:56,aplikasi ini sangat membantu dalam proses perjalanan saya,aplikasi sangat bantu proses jalan
Muhammad Syaddad Jalali,Gojek,5,2026-03-29 11:54:13,Sudah 2 hari saya memesan GoFood tidak mendapatkan driver di daerah malang kota. Tolong di jelaskan kenapa bisa terjadi demikian.,hari mes go food dapat pengemudi daerah malang kota di jelas bisa jadi
Mia Sihotang,Gojek,1,2026-03-29 11:47:23,ga layak digunakan,tidak layak guna
Ignatia Vania,Gojek,1,2026-03-29 11:43:42,"susah banget dapat driver, mau ride atau food, jangan alasan tarif murah, mau bayar tarif yg mahal pun pada ga mau ambil, padahal di map nya banyak. alasannya jarak juga masih masuk akal, orang kotanya ga sebesar jakarta. beralih sebelah app aja",susah banget pengemudi mau ride food jangan alas tarif murah mau bayar tarif yang mahal pada tidak mau ambil padahal map nya banyak alas jarak masih masuk akal orang kota tidak besar jakarta alih belah aplikasi aja
Rudi Nurdin,Gojek,3,2026-03-29 11:40:24,"parah banget pesen makanan , gak dapet dapet driver , baru kali ini kecewa sama gojek ,",parah banget sen makan tidak dapet dapet pengemudi baru kali kecewa sama gojek
awesomething,Gojek,1,2026-03-29 11:39:19,sekarang susah dapat Driver,sekarang susah pengemudi
