userName,score,at,content,app
Irvan mursidin Mursidin,5,2026-04-14 08:39:43,"aplikasi untuk orang pemalas keluar, seperti sayaa heheh",Gojek
Ibi Jibril,5,2026-04-14 08:34:53,memudahkan untuk aktivitas jauh hari hari seperti jemput sekolah 👍👍👍,Gojek
Merisa Herlinha,4,2026-04-14 08:13:22,oke lah,Gojek
Pengembara19,3,2026-04-14 08:13:05,"tolong dong, Kalo daftar Go mart dimudahin, Masa Beli rokok aja ribet harus ke web pdahal udh ada aplikasi. Dan juga, kenapa barang selalu terbatas di go mart, Sering baylnyak kosong. Thanks",Gojek
Susi Silawati,5,2026-04-14 08:02:48,Cuma kadang kadang agak susah nyarinya krn kurang personilnya👍👍🙏,Gojek
twee twee,5,2026-04-14 08:01:40,banyak diskonnya,Gojek
Rita Wati,5,2026-04-14 07:48:50,pelayanan sangat baik👍😊,Gojek
Vera Amsirillah,5,2026-04-14 07:48:40,alhamdulillah semenjak ada aplikasi gojek sgla kbutuhan ku dlm prjlanan jdi lbh mudah dn selalu aman. trimakasih gojek d setiap driver yg ku trima selalu baik.🙏,Gojek
Mochamad Syarif,5,2026-04-14 07:38:21,Bauk mantab,Gojek
Airyn Airyn,4,2026-04-14 07:36:31,saya suka belanja di gofood tetapi promo nya kurang menarik,Gojek
cry baby,1,2026-04-14 07:27:05,"gofood lama banget proses mesan makanannya, susah driver.",Gojek
Wawan Bule,5,2026-04-14 07:17:14,mantappppp,Gojek
Sri Rahayu,5,2026-04-14 07:15:40,baik,Gojek
Albert Prayoga,5,2026-04-14 07:11:19,cepat,Gojek
Hapid Mulyadi,5,2026-04-14 07:10:23,Selama ini ok2 saja,Gojek
rendi hermanato,3,2026-04-14 07:07:24,(********0101) nomor lama sudah mati karena telat isi pulsa tetapi WA masih nomor lama yang tarkait gojek bos (********0101) dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login.. dan saya baru saja mengirim uang ke nomor ya lama sekitar RP. 806.000 apa kah ada solusi min supaya saya bisa login?,Gojek
Queenybee Kiyoshi,5,2026-04-14 07:04:06,bagussss,Gojek
Ahmad Rizki,4,2026-04-14 07:02:49,Keren...,Gojek
Nuraina Ahkab,5,2026-04-14 06:44:30,keren level dewa,Gojek
Intan Putry,3,2026-04-14 06:44:05,"banyak sekali driver yang nerima orderan abis itu complain jauh dan minta d batalin,,dah makin gilak kurasa",Gojek
Marini,3,2026-04-14 06:31:39,biaya penanganan di gofood gak ngotak. belanja 50k biaya penanganan 20k. belum dikenakan biaya ongkir dan lain lain,Gojek
Budi Raharjo,5,2026-04-14 06:21:11,cepat dan tepat,Gojek
Ryan Firmansyah,1,2026-04-14 06:16:57,kalo ngasih orderan yg bener jek masa jarak pickup sampai 4km yg bener aja nganter 2-3km,Gojek
Siti Rahmawaty,5,2026-04-14 06:16:23,Praktis,Gojek
Muh Iqbal Tobrani,4,2026-04-14 06:10:02,ok,Gojek
Tri Astuti,5,2026-04-14 05:47:45,baik,Gojek
Siti faridah Mutmainah,5,2026-04-14 05:46:43,good,Gojek
DUWI KURNIAWAN,2,2026-04-14 05:37:11,"Menurutku ini hancur banget dan kecewa banget parah, padahal saya tidak ada niatan menggunakan voucher promo diskon hingga Rp. 10.000 diaplikasinya, padahal saya ingin menggunakan promo diskon gopay yang Rp.8.000. Terus""an saya buat laporan sampai sekarang tanggapannya benar"" kecewa banget masa gak bisa pengembalian dana walaupun tidak disengaja dan padahal itu juga terjadi kesalahan teknis. Ayolahh Gojek indonesia bantu lah ini hanya kesalahan teknis.",Gojek
Afwadi Adi,1,2026-04-14 05:17:48,"aplikasi gila,di daftar gak bisa, harus nunggu 30 jam",Gojek
Yudin Siba dua,5,2026-04-14 05:01:57,sangat membantu,Gojek
Oktari Napitupulu 666,5,2026-04-14 04:52:43,mantap sekali kaka 😂😂😂😂,Gojek
Amin Trisnadi,2,2026-04-14 04:30:19,respon terhadap komplain pelanggan sangat lambat dan tidak ada informasi yang jelas,Gojek
dokumen tasi,3,2026-04-14 04:12:01,"gampang dapetnya sih, tapi tolong metode pembayaran nya tambahin qris kalo bisa... soalnya aku ga pke gopay dan jarang pegang cash ka... gpke m-banking jg 😿",Gojek
Dedi Sobari,5,2026-04-14 04:08:25,cepat aman tidak bertele-tele,Gojek
Riyanto,5,2026-04-14 03:58:02,jozzzzzz,Gojek
Ali Asyhad,5,2026-04-14 03:46:49,ok josss,Gojek
Tes 123,4,2026-04-14 03:38:02,"SEMENJAK DIPEGANG GRAB SISTEM JADI HANCUR, APLIKASI SERING BUG KELUAR TIBA2,DAPET DRIVER JAUH,PESEN MAKANAN LAMA DAPAT DRIVERNYA ANCUR SEKARANG PENYEBAB UTAMA ITU DARI GRAB,MUNGKIN MAU DIHANCURIN PELAN2 LEWAT SISTEM BUSUK DARI DALAM SAMA GRAB JANGAN SALAHIN SISTEM YG SEKARANG, HARUSNYA SALAHINN GRAB YG JELAS2 MERUSAK DARI DALAM",Gojek
Roh Man,5,2026-04-14 03:30:48,mantap,Gojek
Hesti Mn,1,2026-04-14 03:28:36,30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,Gojek
Hendri Felani,5,2026-04-14 03:20:07,driver ramah dan komunikatif,Gojek
Petrus Idi Darmono,5,2026-04-14 03:16:09,gaskeun,Gojek
S Sutrisno,5,2026-04-14 03:06:32,👍,Gojek
Ribut Syafi'i,5,2026-04-14 02:51:10,sangat membantu,Gojek
Riyantari Riyantari,5,2026-04-14 02:48:46,Alhamdulillah lancar..,Gojek
Kang. Paijo69,5,2026-04-14 02:30:00,sangat memuaskan di keperluan,Gojek
Tika - -,2,2026-04-14 02:21:23,"setelah update, buka menu kecuali dahsboard utama susah banget. mau pesan aja nunggu lebih dari dua menit baru kebuka.",Gojek
Taufik Yahya,5,2026-04-14 01:55:37,mantab,Gojek
Fnu Mulyoko,5,2026-04-14 01:54:08,tepat waktu,Gojek
Fadhiels'men Chan,3,2026-04-14 01:53:07,"percuma kasih rating kalo gak dibaca keluhan konsumen, untuk daerah daerah yang mitranya pake bentor tolong kasih opsi lain selain motor, bentor agak lama datangnya untuk org org yang udah kepepet jam masuk kerja",Gojek
asep millano,5,2026-04-14 01:52:57,sangat baik,Gojek
Dayra Ira,5,2026-04-14 01:48:08,pokoknya mantap deh,Gojek
Budhi Wyapi,5,2026-04-14 01:45:01,Orang Baik,Gojek
Budi Schwarzkrone,5,2026-04-14 01:40:44,tepat waktu,Gojek
Catur Astuti,5,2026-04-14 01:40:38,tepat waktu....keren.,Gojek
Andri Bastari,5,2026-04-14 01:39:03,Palagoda (aPA yang Lo cAri Gojeg aDA,Gojek
Akhayla Viveka qairenina,5,2026-04-14 01:03:53,mantab,Gojek
Suhar tini,5,2026-04-14 00:53:03,terimakasih sudah membantu memudahkan transportasi kami,Gojek
Mar Khamah,5,2026-04-14 00:48:37,sangat memuaskan,Gojek
Andika Pukimak ya,4,2026-04-14 00:44:49,pedas,Gojek
Rizal Lingkartama,5,2026-04-14 00:40:15,cukup. membantu,Gojek
Erika Merrysan,1,2026-04-14 00:39:03,sekarang susah banget cari driver sering di cancel,Gojek
izul rahman,5,2026-04-14 00:37:48,Apk sialan gw nyari dari tadi di cancel Mulu,Gojek
Mutholihani,5,2026-04-14 00:32:51,sangat puas,Gojek
alscha,3,2026-04-14 00:13:13,"gajelas ni makin ksini, di kasih taunya tinggal berapa menit lagi sedangkan jalannya masih jauh, chat juga delay bgt ngirimny padahal jaringan bagus, saya juga harus relog terus tiap mau liat driver jalan apa tidak, kalau ga relog ya ga kliatan jalannya, saya chat driverny dia bilang jalan kok tapi di map ga jalan jalan.",Gojek
Tri Atmi wardani,5,2026-04-13 23:52:22,gojek murah,Gojek
kurniawan syah,5,2026-04-13 23:51:45,sangat membantu,Gojek
Jacob Wattimury,5,2026-04-13 23:51:05,Lancar & Aman 🤝👍,Gojek
Maria Bernadette,5,2026-04-13 23:49:59,oke,Gojek
Mursid H,5,2026-04-13 23:29:46,"Mudah di fahamai dan banyak pilihan, serta membantu dlm setiap keperluan.",Gojek
Siti Rukminingsih _Minny,5,2026-04-13 23:19:00,kenapa skrg pilihan GO-RIDE hemat udah ga ada padahal itu sangat membantu anak2 sekolah yg uang sakunya minim.. semoga nanntinya akan ada GO-RIDE hemat lagi,Gojek
Hany Wahyuni,1,2026-04-13 23:09:07,buat apa ada gojek hemat kalo pas mau dipake susah dapet driver,Gojek
Dedi Dedi sugiyawan,1,2026-04-13 23:07:45,"aku isi pulsa aja gak sampe ,isi 2 x ternyata saldo kubketarik kuota .gak masuk ..",Gojek
M. Ihsan Putrasofyan,1,2026-04-13 23:04:01,"kok saya pake mode booking cepat malah yg dapet jauh banget, yg deket deket ga ada yg mau ambil",Gojek
agus kentus,5,2026-04-13 23:03:41,sangat membantu perjalanan saya sangat cepat memilh rute,Gojek
Ecell Daneca,1,2026-04-13 23:00:48,"Driver susah didapatkan, bikin waktu kebuang² padahal lagi urgent",Gojek
Barir ozora Ozora,5,2026-04-13 22:58:41,bagus,Gojek
Gusmin cah semarang,5,2026-04-13 22:52:54,OK banget,Gojek
Zenal Zk,1,2026-04-13 22:07:51,parah ko bisa ya pesen makanan sendiri???,Gojek
Maria Auxiliadora,1,2026-04-13 21:56:05,BENERIN EGE SERVER NYA LAG MULU,Gojek
Alan Rifando (Nando),1,2026-04-13 21:55:37,Maaf maaf maaf perlunya tidakan Bukan maaf kakak hdeh,Gojek
Yohanes Alexander,2,2026-04-13 21:39:35,"dulu harga gojek bisa bersaing dgn apk lain loh murahnya, skg WOW udah paling Mahal diantara apk lainnya.",Gojek
tata Komar,5,2026-04-13 21:35:01,sangat membantu,Gojek
erza kurnia dwi putranto,1,2026-04-13 20:36:31,"top up gopay tapi gamasuk masuk, harus nunggu 2 hari dulu aneh nih apps.",Gojek
Vio Daniel Putra,5,2026-04-13 20:01:52,ok,Gojek
nadila amelia,1,2026-04-13 19:06:50,"saya isi saldo gopay 2 kali saya top up tapi gak masuk masuk, saya top up karna lapar",Gojek
Meta,4,2026-04-13 17:17:27,"awal menggunakan aplikasi ini sangat lancar lama kelamaan bikin emosi waktu sya di luar kota pesen goride /gocar pd mlm hari ya krna kerja sering pulang mlm klu di luar kota itu sangat sulit mendapatkan driver kadang dapat tapi driver aneh posisi sudah dekat trs tiba2 posisi jauh² & driver tidak ada info sepertinya driver gak mau cancel tapi cancel dengan cara menjauh biar pelanggan yg cancel mnurut sya itu tidak baik krna nnti yg kena pelanggan nya,krna sering cancel pdahal sya gak suka cancel",Gojek
Bintang Suryadi,5,2026-04-13 17:09:51,bagus,Gojek
Aji saputra,1,2026-04-13 16:42:41,sering gak dpt driver dimalam hari,Gojek
Eko Afianto,5,2026-04-13 16:21:22,mantap,Gojek
Cory Rosa Ismayanti,1,2026-04-13 16:16:01,"Tidak dapat login ke aplikasi gojek walaupun sudah klik lupa pin, sudah email ke CS tapi tidak mendapatkan solusi. sedangkan di aplikasi gojek ada saldo gopay nya. Mohon dibantu permudah untuk perubahan pin menggunakan link melalui email atau kode otp melalui WA atau SMS.",Gojek
Afreo Dwi saputra,1,2026-04-13 16:10:02,"TOLONG FITUR PENCARIAN DRIVERNYA DIPERBAIKI LAGI, DARI TADI PESEN GOFOOD CARI DRIVERNYA SAMPE 4 JAM GA ADA TERUS!!!!!!",Gojek
Vicky Gilang,1,2026-04-13 15:59:53,"idih idih kapitalisss, ikut2an copy paste sistem double order app sebelah, padahal customer bayar ongkir, makanan hangat jadi dingin gara2 kerakusan kalian nyari margin gede tapi gada otak, driver juga dirugikan karena harus bentrok dengan kesabaran menghadapi customer dan cuma dapat tarif order yg terdelusi demi gaji 2 digit orang2 kantor kek kalian yg g guna itu. Saham GOTO otw gocapppp. Delisting dari bursa efek. Gojek karya anak bangsa otw gulung tikar!!!",Gojek
ro ci,5,2026-04-13 15:32:48,good,Gojek
Yurinite,2,2026-04-13 14:46:49,"iklan sama realitanya kenapa berbeda ya? katanya gojek plus bikin makin murah dan hemat, tapi nyatanya tetap sama aja tuh gak ada perubahan signifikan untuk harganya, mana banyak banget lagi ketentuan yang harus dipenuhi sebelum pake promonya 🤦🏻‍♀️ kapok deh langganan gojek plus nya",Gojek
Icac Mmh,5,2026-04-13 14:44:28,ok,Gojek
Johanmar Pardede,4,2026-04-13 14:41:46,ok,Gojek
Yaredi Mendrafa,5,2026-04-13 14:40:17,tingkatkan terus layanan terbaiknya,Gojek
Berbina Mayang,1,2026-04-13 14:19:18,"knp mau login harus scan muka.. tetapi ktika sudah scan malah tidak bisa. tidak jelas! Tambahan lagi, driver sangat susah dicari!! pesan makanan harus menunggu driver 1jam, jika tdk ada driver pesanan dibatalkan, bgimana ini lama menunggu driver sj.",Gojek
Wini,3,2026-04-13 14:19:18,bagus sih pelayanan nya tapi di hp saya dlu pernah di teror di telpon nin driver padahal ga beli apapun itu uda seminggu an dan jam nya kalo gak jam subuh pasti jam 12 malem alhamdulilah sekarang udah engga di hp saya yg dlu sudah di hapus,Gojek
Yudhi Didi,4,2026-04-13 14:18:46,lumayan,Gojek
Angki Gusta Tur Saputra,5,2026-04-13 14:18:23,murahhhh polllllllllll,Gojek
opis sapasuru,5,2026-04-13 14:00:10,#salamsatuaspal gojek terbaik,Gojek
ASM_96 Official,5,2026-04-13 13:55:08,Good service,Gojek
Fadhil Muhammad,1,2026-04-13 13:49:33,"buluk banget QR scanner nya, susah ngebaca QRIS QR nya aneh banget",Gojek
Rizki Alfath,1,2026-04-13 13:48:17,Aplikasi ter Tolollll,Gojek
urip wijaya,1,2026-04-13 13:45:33,"semakin kesini knpa semakin buruk aplikasinya. selalu dpat driver yg jauh apalagi pada saat hujan dan jam sibuk susah dpt driver dan kalau dpt jauh ujungnya cancel, jadi bikin telat masuk kerja.... semakin parah layanannya driver susah dpt, sekali dpt jauh bgt udah setengah jalan d cancel kadang udah dpt d cancel driver.",Gojek
Hedrohendro Hendro,5,2026-04-13 13:29:00,pelayanan bagus,Gojek
Talytha Retno,5,2026-04-13 13:21:33,"Aplikasi gojek ini oke banget, sangat membantu apalagi kalo banyak promo xixi.",Gojek
Aura Cnta,3,2026-04-13 13:11:46,bagus bagus,Gojek
Irsan Hermawan,5,2026-04-13 13:03:28,sangatt membantu terimakasih,Gojek
Anggie Ramadhani,3,2026-04-13 13:02:12,makin lama makin mahal ongkirnya,Gojek
Ayi,4,2026-04-13 13:02:11,aku dah berlangganan promo hemat untuk sebulan tapi ga ada hemat²nya malah lebih hemat yg ga pake promo 🤣 kocak gojek ni,Gojek
Restin Nia,5,2026-04-13 12:26:05,Alhamdulillah driver² nya ramah,Gojek
Al Jordan,5,2026-04-13 12:05:05,sangat membantu,Gojek
Putra,5,2026-04-13 12:03:59,baik dan membantu,Gojek
itachi kurniawan,4,2026-04-13 11:57:59,suka telat gofoodnya..,Gojek
zulfikri tifa,5,2026-04-13 11:49:36,ok,Gojek
Freeman 13,1,2026-04-13 11:41:03,"kalo nerima driver attitude nya di liat jgn manusia sok preman jadiin driver.. pelanggan dan resto merasa tidak di hargai karna driver kurang attitude nya.. berbagai alesan karna jauh lah ambil nya , karna kejar target tapi suka cancel oderan , atau pengen nya datang langsung ambil. tolong di benahi lagi buat orang di kantor gojek buat driver di lapangan nya..",Gojek
smile soreang,5,2026-04-13 11:35:40,jossssss,Gojek
Raka Alifian Raka,5,2026-04-13 11:33:43,mantap banget apk iniii 😁,Gojek
Doni Suryawan,1,2026-04-13 11:28:24,"lucu ya. dia punya fitur pengiriman prioritas, yg bilang bakal dpt voc jika pengiriman melwati batas waktu. jelas jelas pengiriman maks di pkl 16.20, makanan sampai pkl 16.40. komplain disistem katanya sudah sesuai. cuih",Gojek
Putri Hasrianti,1,2026-04-13 11:19:33,"jele bgt driver""nya sekarang, pesen prioritas+cari cepat, dari jam 5 nyampe jam 6.20. sekali nya dapet ga konfirm, ga gerak, nyampe ganti sendiri drivernya gitu"" juga. attitude nya jelek bgt. cuma beberapa aja yg bagus, itu juga cuma sedikit.",Gojek
Yena Heriana,5,2026-04-13 10:59:38,alhamdulillah nyaman tiba2 udh kluar tol mksh,Gojek
Raditya Alexy,5,2026-04-13 10:58:10,sangat bagus,Gojek
RRQ KAIRI,5,2026-04-13 10:47:12,ya enak,Gojek
Wilzam Syahputra,2,2026-04-13 10:40:18,"go food paling terparah pesan jam 17.30 saat hujan berhenti, eh notif app nya dapat driver jam 18.33 apaan nih, nyesel banget, gue app utk pesan makanan sekarang nggak akan pakai go food lagi, go food gue coret dari hp gue dah apes banget mana ini udah laper, padahal jarak toko nya 1 km doang, nggak ada bermutu lo sekarang go food👎👎👎",Gojek
Mohammad Fauzan,1,2026-04-13 10:35:39,"gasuka saya sama gojek sekarang, masa beres hujan gada yang mau pickup saya udah lama bgt saya tunggu udu keberapa kalinya driver kaya gini, mohon tolong regulasinya diperbaikii lagi",Gojek
Windi Hapsari,5,2026-04-13 10:34:05,toooopppppp markotoppp,Gojek
Awang Semarang,5,2026-04-13 10:27:58,baik bgt,Gojek
Nisrina Khairunisa,1,2026-04-13 10:17:19,"para driver ini ga perlu uang apa gimana sih? apalagi waktu hujan ngeselin bangat gaada yang nerima, kita juga hujan gini masih bayar loh ga minta dianterin gratis. Gimana sih sop nya, apa emang driver nya yang pemilih kalau ada orderan?",Gojek
Utin Santy,5,2026-04-13 10:16:45,cepat pengantarannya,Gojek
Febriadi Djasin,5,2026-04-13 10:00:46,ok,Gojek
Yuniar Wanodya,1,2026-04-13 09:59:25,"asalnya kukasih bintang 5 tapi blakangan susah banget order gojek, aplikasi muter padahal sinyal bagus, pengemudi terpantau ada di sekitar tapi ga ngambil orderan, skalinya dapet dicancel sama driver atau driver minta cancel atau aku terpaksa cancel karna driver ga bergerak atau kejauhan.. hadeuhhhh smoga bisa lebih baik lagi biar kurevisi lagi bintangnya.. bhay",Gojek
Faroghi Irsyad,5,2026-04-13 09:56:44,mantap,Gojek
Kevin Clinton,3,2026-04-13 09:40:57,pusing liat driver gofood batalin terus.,Gojek
Zhalil Abd05,5,2026-04-13 09:34:17,suka,Gojek
Karimah Siti,5,2026-04-13 09:31:41,pake aplikasi gojek semua jd bisa serba cepet,Gojek
Musisi Palsu Sidoarjo,1,2026-04-13 09:31:05,aplikasi taeee iki pesen es teh 21rb .,Gojek
Eko Prasetyo,5,2026-04-13 09:28:08,gercep.....,Gojek
Whenda,3,2026-04-13 09:18:19,"tanggapan lama,saya sering telat ke sekolah padahal sudah booking dari jam 6 kurang 15 masih belum ada sampe jam set 7 sering di batalin dari aplikasinya katanya driver sibuk padahal sudah pake prioritas tapi tetep gitu",Gojek
Imantriputra 95,5,2026-04-13 09:10:24,mantap dan keren gojek,Gojek
Iwan Handoko,5,2026-04-13 09:04:10,mantaaaaaaap,Gojek
burhanis go,5,2026-04-13 09:00:13,👍👍👍👍👍,Gojek
Ajat Sudrajat,5,2026-04-13 08:56:37,lancar,Gojek
Yogi Salihi,5,2026-04-13 08:55:54,mantap,Gojek
nandang kusnandar,5,2026-04-13 08:50:31,tida ada kendala apapun aman terkendali..,Gojek
Ratna Juwita,3,2026-04-13 08:38:18,"kenapa kalau mendung pasti error, lama bangeet pencarian nya. kagak dapet², pd hal blm hujan ..",Gojek
drajat restu,5,2026-04-13 08:27:49,topp,Gojek
Ny. Zukhruf,5,2026-04-13 08:25:22,sangat membantu,Gojek
Ariel Hamdani,1,2026-04-13 08:24:12,"buat suspend lah misal lama,masa harus saya melulu yang mencet batal blm lagi pihak gojeknya sengaja agar saya mencet batal agar lebih mahal lagi seharusnya sesuai apk lah harganya masa harus mencet batal batal lama lama jadi mahal",Gojek
Aby Rasyid Permata,5,2026-04-13 08:18:43,mantap lanjutkan,Gojek
Muklason Sony,5,2026-04-13 08:11:19,"pelayanan,nya bagus",Gojek
Fathiah Rahmi,4,2026-04-13 08:05:42,sekarang ongkir gojek mahal,Gojek
Rudliya Anthoriqi,5,2026-04-13 08:01:20,Mempermudah mencari transportasi,Gojek
Mar Ulfa,5,2026-04-13 07:58:27,mantap biar hujan deras tetap mau jemput👍🏻,Gojek
It'z Foxy,5,2026-04-13 07:52:34,"aku suka aplikasi ini, sangat bantu aku dalam pergi2 kemana2, driver nya juga pada baik2 sih, terus ada fitur lain juga (aku baru nyoba yang ngantar barang aja), terus kan ada kayak teks di update gojek nya itu aku sering baca2 karena lucu banget pliss 🥺, tapi pliss ya gojek kalau kasih driver jangan jauh2 pliss, aku jadi gak bisa sampai ke tujuan dalam keadaan gak telat, jadi pliss ya kasih driver jangan jauh2 ya, tapi makasih udah buat aplikasi ini ❤✨",Gojek
Sahrul Supriatna,1,2026-04-13 07:44:52,"oi gojek orderan reguler/instan jngn lu gabungin ke multi, banyak seler/pelanggan yg ngeluh karena ini, apalagi customer/penerima barang harusnya paling lambat 2 jam barang sampai, ini lebih dari 3 jam baru sampai, mau sampai kapan kaya gini",Gojek
Nadira Raiya,1,2026-04-13 07:44:39,LAMA BGT NYARI PENGEMUDINYAA,Gojek
azlan syauqi channel,5,2026-04-13 07:37:09,mantap,Gojek
Abang Suwardi,5,2026-04-13 07:33:08,aman,Gojek
Yuli Ana,5,2026-04-13 07:32:44,👍,Gojek
Nabila Salsabila,1,2026-04-13 07:06:55,percuma pake goplus tetep aja ga konsisten harganya,Gojek
Salsa Nuraulia,5,2026-04-13 07:03:26,"Terima kasih GO-JEK dan seluruh penggunanya 🙏💚 Sangat membantu di saat keadaan mendesak. Semoga semua yang bekerja dan menggunakan aplikasi ini selalu diberi kelancaran, rezeki yang berkah, dan tetap semangat ya 😊😇✨",Gojek
Abah Gayot,5,2026-04-13 06:58:23,oke banget,Gojek
ahmad dzaky arraihan,4,2026-04-13 06:57:10,sangatt terbantu dengan adanya apk ini,Gojek
Aibid Sholeh,5,2026-04-13 06:49:35,ok,Gojek
Ahmad Nashirin,5,2026-04-13 06:33:33,keren,Gojek
Akun Dekstop5,5,2026-04-13 06:18:01,"mantapp nieh gojek, saya sangat suka sekali dan saya juga pelanggan setia gojek 😍😍😍",Gojek
Ainur Riska,5,2026-04-13 06:15:34,aman terpercaya,Gojek
Farizah Izah,5,2026-04-13 06:12:27,sangat membantu,Gojek
Yono,3,2026-04-13 06:10:01,baru aja downlod ko udah eror,Gojek
Abdul Rahman,5,2026-04-13 06:04:11,sulit banget yg mau jemput agak jauh dari kota .uninstal aja,Gojek
yan yan mulyana,1,2026-04-13 05:50:50,GoPay pinjam saya tiba2 cair sendiri tanpa persetujuan,Gojek
Ibam H.A,5,2026-04-13 05:48:41,mantap,Gojek
AGUS ADITIO,5,2026-04-13 05:44:19,good gojek,Gojek
Afif Riyanto,5,2026-04-13 05:22:11,mudah,Gojek
Maya Listyadel,5,2026-04-13 05:18:34,sangat bagus,Gojek
Kartini Kartini,5,2026-04-13 05:17:32,pelayanan ok,Gojek
Zap Store,5,2026-04-13 05:09:43,bagus selalu tepat waktu,Gojek
Anda lyla,5,2026-04-13 04:50:53,Terpercaya dan ramah,Gojek
Agung Adnyani,5,2026-04-13 04:44:54,Gojek... mantap,Gojek
suparno hamriani,5,2026-04-13 04:44:23,Mantap Sekali Gojek Indonesia Terbaik Memang Ok Di Click,Gojek
Riyanto Pamoras,1,2026-04-13 04:44:13,"aplikasi lemot tidak bisa dibuka, load system nya lama",Gojek
Saeful Arifin,1,2026-04-13 04:41:56,kapok sama gojek !!!!!! menyebalkan,Gojek
Denis ng,5,2026-04-13 04:41:27,keren,Gojek
mirna Wati,5,2026-04-13 04:24:11,senang pesan di sini,Gojek
Sonny,5,2026-04-13 04:16:06,good,Gojek
Raja Moly,1,2026-04-13 03:55:51,pelayanan aduan CS buruk dan sangat tidak masuk akal...saya pesen makanan kurang saya komplain padahal laporan jelas foto jelas dibilang tidak sesuai syarat n ketentuan gojek dan malah disuruh minta langsung ke resto kan gila...saya pesen via aplikasi giliran ada mslh pihak gojek lepas tangan...tolong management gojek cek kembali team CS nya jngn cm mkn gaji buta bls laporan bisa berhari2 dan chat both sangat tidak membantu..saya beli pake uang dan merasa dirugikan..bubarin team Cs,Gojek
Ujang Ujang,5,2026-04-13 03:51:03,pelayanan nya ok.,Gojek
Rifa Syarifah Nuralia,4,2026-04-13 03:49:18,"aplikasinya sudah bagus, sejauh ini tidak ada kendala, hanya saya untuk fitur chat tolong di perbaiki. masa ada chat masuk tapi saat di buka room chatnya isinya kosong. terimakasih 🙏",Gojek
dyah ramadhanie,5,2026-04-13 03:45:44,"mau kemana² jadi sangat mudah, aplikasinya udah banyak fiturnya sekarang,digunakan juga sangat mudah, bahkan tetap bisa dibuka walaupun tidak ada internetnya... terimakasih 😊",Gojek
tedy hendarto,5,2026-04-13 03:43:07,mantab,Gojek
muhizar Muhizar,1,2026-04-13 03:42:41,"mari migrasi ke maxim buat yang susah dapet driver, ini aplikasi udah mahal, error mulu, lemot, MAHALLLLLLLLL",Gojek
wong paraan,5,2026-04-13 03:31:56,apik nan,Gojek
Gunawan Gunawan,5,2026-04-13 03:05:59,siipp..,Gojek
Bawadi Nugraha S,1,2026-04-13 02:48:30,Pemenang aplikasi dengan banyak driver cancel sepihak sedetik sebelum customer di jemput (sepihak) akibatnya customer tidak bisa menemukan riwayat order untuk reimburse ke kantor..,Gojek
Erwan Afandi,5,2026-04-13 02:38:25,semakin jaya,Gojek
Budi Krisno,5,2026-04-13 02:26:16,bagus,Gojek
AhmadKC07,5,2026-04-13 02:25:40,sangat membantu,Gojek
cheese,1,2026-04-13 02:24:30,"kalau pesan gofood selalu telat nganter makanannya harus nunggu berjam2,mau di batalin ngga bisa keburu kelaperan",Gojek
Mushafir Rizqie,5,2026-04-13 02:17:43,bermanfaat bagi perantau buat mudik,Gojek
HeryAndhi Channel,2,2026-04-13 02:14:41,"kenapa customer/orderan fiktif nama yang sama atau nama yang berbeda-beda tidak pernah di blokir? atau minimal daftar pakai ktp aja, kasian liat berita2 orderan fiktir apalagi drivernya tunarungu miris liat nya",Gojek
Andy Subagio,5,2026-04-13 02:12:51,driver nya sabar,Gojek
adaronie,5,2026-04-13 02:12:00,oke,Gojek
Hadi Sugeng,5,2026-04-13 02:06:15,terimakasih sangat membantu,Gojek
fakhira,2,2026-04-13 01:50:55,"gasuka, cape banget kalo nyari pagi pagi susah banget dapetnya. gojek nya suka lama jauh jauh suka cancel marah marah, tolomg ya please aku jadi stress setiap pagi nyari gojek. aku mau gojek waktu 2025 pada ga sombong",Gojek
Ratu aspal,5,2026-04-13 01:43:17,"cuma gojek yg bs bikin nyaman slmt samp tujuan,",Gojek
Jallal Maksum,5,2026-04-13 01:39:48,mntap,Gojek
Tri Hartina,5,2026-04-13 01:35:14,"responsif,.👍",Gojek
Raziq Hanan Al Hasan,5,2026-04-13 01:30:27,"goride hemat nya sangat amat membantu,terimakasih",Gojek
Cahyo Armanto,5,2026-04-13 01:28:15,oke,Gojek
Serli Yulian,5,2026-04-13 01:14:20,mantap,Gojek
Budi Man,5,2026-04-13 01:12:38,Gojek Ok' 👍👍👍👍👍👍👍,Gojek
Yunita Amelia,5,2026-04-13 01:08:16,"terpercaya , cepat, ramah, drivernya. aplikasipun mudah.",Gojek
Istiqomah Khoma,5,2026-04-13 00:59:57,bagus,Gojek
Ahmad Junaedi Ali,5,2026-04-13 00:59:23,sangat membantu aktifitas sehari hari,Gojek
JOE BIDENN,1,2026-04-13 00:56:38,apk gembel setiap nunggu lama tiba tiba cancel upgrade your driver. gojek ga kaya dulu.,Gojek
Devi Danru,2,2026-04-13 00:54:26,Aga ribet ya,Gojek
Vanessa lunelle,2,2026-04-13 00:42:02,PLIS KENAPA KALO GO RIDE HEMAT SUSAH CARI DRIVER NYA HERAN!!!! KESEL JADI KESIANGAN TERUS KERJA,Gojek
