userName,score,at,content,app
Nando Diwa,2,2026-03-17 11:13:17,musim hujan susah dapat gojek padahal hujan dah berhenti,Grab
astuti mardjo,1,2026-03-17 11:04:49,"pesan grabfood susah sekali dapat pengemudi. sudah menunggu berjam2 tapi hanya ada estimasi2 saja, sudah ditunggu malah tetap tidak dapat pengemudinya. rugi waktu! seharusnya dibatalkan otomatis saja jika memang sulit mendapatkan pengemudi.",Grab
Pasha Ramadhan,1,2026-03-17 11:04:15,"monopoli driver ? grabfood tertulis terlambat, Resto tidak memproses dan driver tidak ada yg pick up sampai akhirnya dibatalkan oleh sistem.",Grab
Ayonk,5,2026-03-17 10:59:53,good,Grab
Noori,3,2026-03-17 10:59:36,👍👍👍,Grab
Talitha Nashifa Widya,1,2026-03-17 10:57:12,"makin gajelas, lama nunggu drivernya padahal di kota besar",Grab
HISAR PARDOMUAN BUTARBUTAR,5,2026-03-17 10:50:02,ramah,Grab
Lanzzy GG,1,2026-03-17 10:45:45,L parah driver grabfood nya gabisa di andelin,Grab
Diogenes Nietzsche,1,2026-03-17 10:40:09,"sebelumnya dapat grabcar dekat , sekarang mau Grab motor dapatnya jauh . mau dibatalkan karena kejauhan, sistem mengancam bakal ngasih yang jauh kedepannya, sistem bangke",Grab
Gracia Kelly,2,2026-03-17 10:37:17,"Lemot, driver tidak ramah dan kadang di cancel dadakan oleh driver. Tolong diperbaiki, tolong perbaiki jaringan yg lemot",Grab
Athallah Yusrandra,1,2026-03-17 10:31:22,minta tolong jangan cuek aja DRIVERNYA UDAH TAU INI PENTING!!,Grab
Ika Meyliana123,5,2026-03-17 10:19:34,ok,Grab
Eva rima Seffiana,5,2026-03-17 10:15:17,terima kasih kakak ..sudah diantar .ramah sekali,Grab
Bhilan Dzulfikar,2,2026-03-17 10:12:50,Nyari driver nya lama ampass,Grab
Komang SaniYasa,1,2026-03-17 10:11:47,GrabCar Premiumnya kirain Innova Zenix ternyata BYD apa apaan aplikasi ini,Grab
indra AKA,5,2026-03-17 10:01:52,good,Grab
Taufik Nugraha,5,2026-03-17 10:00:11,drivernya baik,Grab
Sellatekang,5,2026-03-17 09:57:55,pesanan yang cepat dan sangat baik,Grab
Klaudius Dius,5,2026-03-17 09:57:52,Bagus,Grab
Nani nuratin,5,2026-03-17 09:56:16,sesuai pesanan👍👍,Grab
maryam nabila,1,2026-03-17 09:40:38,"nge-bug parah telpon sama chat sampe GK bisa masuk, driver saya sampe marah karena dikira ngerjain doang padahal saya emng mau pesen makanan. sekalinya mau masuk mesti verivikasi lagi parah banget waktu saya habis sejam cuma untuk nungguin bug-nya hilang belum lagi verifikasi. gimana dong grab tolong kasih saya kejelasan.",Grab
Fitriani 86,5,2026-03-17 09:39:08,tepat waktu,Grab
na :],3,2026-03-17 09:27:01,"jujur aku sudah menggunakan aplikasi ini lumayan lama, dan saya suka pelayanan dri driver, tepat waktu, konfirmasi mengenai alamat ataupun pesanan. Sekarang? ada berita huru hara mengenai pemotongan tarif utk driver yg bisa dibilang besar, sehingga bbrp pesanan yg saya pesan (hari ini jg) belum ada yg ambil, bukan menyalahkan driver, jd TOLONG sistem pemotongannya dibenarkan, aku yg menggunakan sistem bayar cash jadi susah utk memesan krn permasalahan ini.",Grab
Supriadi K.Wang,5,2026-03-17 09:23:19,gampang dan cepat..hanya harga agak tinggi untuk jarak dan waktu tertentu,Grab
Yuli Virza,5,2026-03-17 09:22:49,baik,Grab
Elaina Kawai,1,2026-03-17 09:22:13,"harus lebih seleksi nih untuk memilih mitranya, masih banyak yang nakal mitra nya, masak ambil orderan lain selagi mash order, kayk barusan saya gosend es untuk teman saya, orang nya malah sambil orderan lain, lama banget lagi ngirim hampir 2,5 jam padahl pakai yang instan no instan hemat, parah banget sih ini",Grab
Rivaldo Setyawan,5,2026-03-17 08:43:20,saya minta tolong aplikasi grab saya enggak bisa buat masuk kenapa ya?,Grab
Alfian Pratama,5,2026-03-17 08:27:39,mantap,Grab
RICKY TRANSPORT,1,2026-03-17 08:27:33,potongan ke driver nya nyiksa bener 45-60%.. penumpang bayar mahal tapi ke driver nya sangat murah sebagai konsumen sangat kecewa udh bayar mahal lho.,Grab
Jajang Komara,5,2026-03-17 08:24:26,terimakih pak,Grab
Dedi yansah,1,2026-03-17 08:03:26,"layanan terburuk, pesen makanan terlambat sampai 2 jam lebih",Grab
Askar Askar,5,2026-03-17 07:57:00,bang hp saya tinggal,Grab
Rici Septriani,4,2026-03-17 07:48:07,perjalanan lebih menyenangkan,Grab
Nazar Uddin,5,2026-03-17 07:39:29,sesuai dah,Grab
Yuli. anaaja 2909,4,2026-03-17 07:39:18,good 👍,Grab
Titik Fitriana,5,2026-03-17 07:32:01,bagus,Grab
stafelsun,5,2026-03-17 07:28:37,Di update malah bikin gak nyaman nii.. admin tolong versi lama saja yg sudah biasa di pakai konsumen,Grab
yhio j,5,2026-03-17 07:20:34,grab sangat membantu dan memberikan kemudahan dimanapun dan kapanpun,Grab
Ganius mei,5,2026-03-17 07:18:22,keren,Grab
Mama Omy,5,2026-03-17 07:02:46,enak sekali,Grab
Roni Nuryaman,5,2026-03-17 06:56:52,pokonya 👍👍👍👍👍👍,Grab
Didik Maryanto,5,2026-03-17 06:39:37,good,Grab
Abdullah Yusuf,5,2026-03-17 06:27:34,bagus,Grab
Pengguna Google,5,2026-03-17 06:25:24,terima kasih abang,Grab
Kajat Ada,5,2026-03-17 06:22:00,pelayanan bagus,Grab
Daeng Yoyo Sukahar (Daeng Yoyo),2,2026-03-17 06:09:33,kebanyakan iklan aplikasi berat,Grab
Ferdolis Maine,5,2026-03-17 06:00:55,good apps,Grab
Fahrul Anas,2,2026-03-17 05:43:09,pelit vocer,Grab
Nely Uchul,3,2026-03-17 05:38:56,bagus,Grab
Yosi Litani,5,2026-03-17 05:36:31,👍,Grab
Kevin Widjaja,5,2026-03-17 05:34:42,"Mantap banget pelayanannya, ad kesalahan sistem di refund grabfoodnya",Grab
Cinthia Laurensia,1,2026-03-17 05:12:45,mau grab food aja cari driver sampai 1 jam lebih. d tmbh skrg biaya platform semakin mahal tiap kali pesan. ampunnnnnnn,Grab
Tiara Kavita,5,2026-03-17 05:10:49,ongkir tambah mahal,Grab
Chairul Latif,4,2026-03-17 04:33:14,goof driver,Grab
Panji,5,2026-03-17 04:32:49,bagus,Grab
Erik Kurniawan,5,2026-03-17 04:18:43,saya suka sekali cepat pengemudinya ramah2 luar biasa,Grab
Hurin All,1,2026-03-17 03:58:40,tidak profesional,Grab
Jur Aida,5,2026-03-17 03:58:03,👍,Grab
lestari dwi,5,2026-03-17 03:45:43,"pelayanan cepat , ramah",Grab
Nada Plpssy,4,2026-03-17 03:07:54,baik,Grab
muggiexyz,5,2026-03-17 02:32:20,an application that helps many people to travel and has a very good price range and is very helpful.,Grab
Jimmy Hosal,1,2026-03-17 02:07:54,"grabfood bermasalah, layanan pengantaran lama prosesnya. kurang gercep prosesnya. ketersediaan produk toko tidak di update. ada toko atau kurir yg tidak menguasai aplikasinya sendiri, bahkan kami konsumen diharapkan membatalkan pesanan kami sendiri...nah gimana caranya aplikasi grab tidak menyediakan pembatalan.",Grab
kirito,5,2026-03-17 02:03:32,"aplikasi dengan layanan yang sangat membantu sekali, saran dong bikin filter buat dapat driver cowo / cewe.",Grab
Grace Greis,5,2026-03-17 01:34:35,driver sangat ramah,Grab
Wawan,5,2026-03-17 01:19:35,mantap,Grab
Nazwan azka,5,2026-03-17 01:13:08,OK,Grab
M.Rasyid Ridhoo',1,2026-03-17 01:09:06,"Aplikasi culas, kapitalis, rakus. perbudakan digital dengan cover kemitraan.",Grab
Kamar Felix,1,2026-03-17 01:00:14,Mulai Sombong dan congkak ni aplikator2 ojol..,Grab
Tugi Yanto,5,2026-03-17 00:44:12,good,Grab
rizky,1,2026-03-17 00:39:04,gua sengaja gak pilih hemat supaya gak dapat viar eh malah dapt viar njirlah plesse deh update app lu supaya customernya bisa dapat driver dengan kendaraan yg sesuai ya :),Grab
Mutolib Mutolib,5,2026-03-17 00:34:41,pelayanan Bagus,Grab
danang is,1,2026-03-17 00:22:34,apk parah pesan makanan jam 7 dantang jam 11 di batalin gak bisa kemalemban ya udah tidur,Grab
muhammad sidik abdullah,5,2026-03-17 00:21:25,"pokoknya mantap ,",Grab
Eghi Candra,5,2026-03-17 00:20:58,oke,Grab
Ana diana227,1,2026-03-17 00:16:49,"APALAHHHH PESEN MAKANAN UDAHHH NUNGGU LAMA LAMA,WAKTU NYAAA LEBIH DARI ESTIMASI PENGIRIMAN,MASIH DI TUNGGUIN EHHHH TIBA TIBA DI BATALIN APALAHHHH GRABBBB INI!!!!!",Grab
Ipung ipung,1,2026-03-16 23:56:26,"Pengemudi sangat jelek sekali, saya menunggu pesanan hampir 2jam lebih",Grab
Kidul Wungu,5,2026-03-16 23:50:44,baik ramah,Grab
Denis alvian,5,2026-03-16 23:31:19,saya suka,Grab
rW Fff,2,2026-03-16 23:26:37,"Tampilan Iklan "" DAPATKAN LEBIH BANYAK ONGKIR..."" menghalang layar sehingga tidak bisa melihat plat dan identitas driver. Kayaknya kurang Berguna banget atau mungkin bs dibuat ke opsilain tampilan tersebut",Grab
31. Mutiara,5,2026-03-16 23:26:21,"nangis bgt makin naik lgi harganya pdhl perginya di itu"" aja harganya berubah naik trus😭",Grab
Hari Yanto,5,2026-03-16 23:17:06,sangat nyaman,Grab
Karisma Nia,5,2026-03-16 22:00:00,"minta tolong grab map nya di perluas dan di komplit in yaa, pelayanan nya biakkkk sekaliii, selalu siap siagaaa jam berapa pun, terimakasih grab, cuma saran map sajaaa di per luas sama di komplit in, lainyaa okeeee bagetttttt",Grab
Xiaomi Redmi,5,2026-03-16 21:44:10,cepat dan amanah,Grab
Ida Wati,1,2026-03-16 21:27:26,"platfoam terpayah, beli makanan pilih prioritas malah ngulur terus sampe 46 menit, tidak membantu sama sekali",Grab
Nadeo Argawinata,5,2026-03-16 21:12:44,Sangat recommended sekali Grab,Grab
Jafar Shidiq,1,2026-03-16 20:59:12,aplikasi rusak,Grab
Imanuel K. Suyitno,5,2026-03-16 19:57:23,keren,Grab
wahyono yono,5,2026-03-16 19:53:58,bagus,Grab
Clara Clara Adelia,5,2026-03-16 19:22:57,sangat membantu,Grab
Ainun Najib,2,2026-03-16 18:38:31,bagus,Grab
Gibran Ramadhan,5,2026-03-16 18:31:34,mantab,Grab
MOH ROFIQ,3,2026-03-16 18:21:01,menggunakan saat dibutuhkan saja,Grab
PP'LEE YOU LOVER,5,2026-03-16 17:21:12,sangat membantu,Grab
m ridho al azzam,4,2026-03-16 17:19:50,mantap bagus fitur grabnya,Grab
Adi Rianto,5,2026-03-16 17:03:34,good,Grab
eviana Chen,5,2026-03-16 16:15:18,baik,Grab
Mulyati 64,1,2026-03-16 16:08:26,ok,Grab
Aprizal Chaniago,3,2026-03-16 16:07:29,"sebenarnya pake helm itu, harus customer yg minta atau gimana sih, saya ga pernah ditawarin pake helm,",Grab
Pengguna Google,4,2026-03-16 16:05:05,nice.. 👍👍👍,Grab
Januar Eka Pratama,1,2026-03-16 15:43:44,"pemilihan map tidak jelas, ada jalur yang lebih dekat dan bisa dapat harga murah malah milih jalur yang memutar dan lebih jauh jadi harganya lebih mahal. tentu saja driver tidak mengikuti jalur map yang jauh itu dan memilih jalur yang lebih dekat. sebenarnya di awal awal masih normal pemilihan map nya tapi entah kenapa sekarang malah berubah tidak jelas begini. edit: nunggu sampe sejam lebih ga bisa batalin orderan grabfood, beda bgt sama shoppe food ga sampe 20 menit sdh bisa cancel bila telat",Grab
Farr Elmisbah,1,2026-03-16 15:35:48,Saya ingin menyampaikan kritik terkait penggunaan voucher GrabGift di aplikasi Grab. Saya memiliki voucher Rp50.000 untuk perjalanan Rp55.000 sehingga seharusnya hanya membayar Rp5.000. Namun dua driver menolak pesanan krn tdk memahami sistem pembayaran voucher & meminta saya membayar penuh Rp55.000 krn takut penipuan. Akibatnya saya terpaksa membatalkan & tdk bisa pulang. Mohon Grab memberikan edukasi yg lebih jelas kepada driver mengenai sistem pembayaran voucher agar kejadian tdk terulang.,Grab
Darus Rustandi,5,2026-03-16 15:34:54,"orang baik,,trimakasih bang",Grab
Reza sekali onic tetap onic go,5,2026-03-16 14:27:30,membantu sekali,Grab
Irul Irul Fugu,4,2026-03-16 14:26:36,membantu banget,Grab
Aray Aray,5,2026-03-16 14:18:31,Terimakasih Atas Konfirmasi dan Vertipikasinya,Grab
Zaki Haydar,5,2026-03-16 14:17:23,bagus,Grab
"MBD Massie, SE",1,2026-03-16 14:09:47,"ga ada nilainya, KL bisa minus bintang 5 saya nilainya",Grab
uray achmad biondi,5,2026-03-16 13:57:44,sangat memuaskan,Grab
Indra Gunawan,5,2026-03-16 13:52:29,oke 👍,Grab
araaa,5,2026-03-16 13:51:33,bagus aplikasi membantu sekali,Grab
Nia Imam,5,2026-03-16 13:50:43,sangat baik,Grab
Aldi Mas aladi,5,2026-03-16 13:28:37,baik,Grab
Yuli,5,2026-03-16 13:28:33,nyaman .dan enak.,Grab
Agung Maulana ID,1,2026-03-16 13:11:39,"dikerjain aplikasi grab, pesan makanan dari jam 19.00 sampai sekarang jam 20.15 belum juga di antar. sudah jam pulang kantor, tinggal saya saja nunggu pesanan grab yang lama. tahu begini tidak pesan lewat grab, menyesal akan saya delete aplikasi grab !!! tidak ada pilihan batalkan pesanan.",Grab
Abii Bakrie,5,2026-03-16 13:10:30,sangat membantu dan respon cepat,Grab
Riris Manurung,5,2026-03-16 13:06:12,sangat bagus,Grab
Rania Regita,1,2026-03-16 12:59:26,"Tiap ada kendala dengan pesanan, SANGAT SULIT SEKALI menghubungi pihak grab untuk meminta penyelesaian masalah! SANGAT SULIT!",Grab
ZF Channel,2,2026-03-16 12:40:23,"tiap msen makanan yg nominalnya 100rban smpe 200rban, susah bgt dpt driver, harus pakai nontunai. kacauu. padahal udh pakai yg standar bukan hemat tetap aja bgtu.",Grab
Andimakmun 23,5,2026-03-16 12:38:53,klo bisa pake grb truck juga om,Grab
committee,1,2026-03-16 12:37:41,"Pilih prioritas tapi layanan lebih buruk dari hemat, prioritas tapi driver masih harus nurunin penumpang mana ambil orderan tanpa lihat lokasi tujuan itupun baru jalan berapa ratus meter balik ke titik jemput dan minta biaya 38%.",Grab
Yushertanto Siregar,1,2026-03-16 12:28:49,"Kalau memang pengemudi kalian tidak ada yang niat untuk pick up pemesanan makanan mending hilangin aja sistem grabfood !!! nunggu sudah satu jam tiba-tiba dibatalin gitu aja karena pengemudi males semua buat pick up. Jangan adain grabfood deh mendingan atau urus tuh pengemudi biar gak malas ngepick up makanan, rugi saya diwaktu satu jam.",Grab
Farid Nauval Nugraha,1,2026-03-16 12:18:55,Ini kenapa kok gak dapet-dapet driver dah. Udah lama nungguin,Grab
Iky Tzy,5,2026-03-16 11:50:56,ok,Grab
Baru Bikin,1,2026-03-16 11:49:49,kesel bener setiap beli makanan lebih 2/3/4 porsi yg dateng pasti 1 doang mana bayar nya tetep lagi,Grab
Puryati,5,2026-03-16 11:47:13,pelayanan tepat waktu dan kurir sopan,Grab
Oja Jakaria,5,2026-03-16 11:39:52,memuaskan,Grab
Baby Oppier,2,2026-03-16 11:38:38,"tambah sini tambah gak jelas, nyari driver susah banget apa-apa nunggu sampe bisa sejam lebih loh... order makanan apalagi... syalaaannn",Grab
Mersi Nawangsari,2,2026-03-16 11:32:42,"grab tolong ya, paket hemat grabcar mending dihapus aja sekalian. soalnya banyak driver yg gamau nerima pas ada konsumen pake paket hemat. belum lama ini aku mau berangkat kerja posisi bawa anak dan hujan juga. ga mungkin dong aku berangkat pake motor, nah aku inisiatif pake grabcar, udh nunggu 15 menit ga dateng². pdhal dr awal drivernya udh aku chat bisa apa engga, trnyt gabisa karena paket hemat. aturan kl gabisa ngmng dr awal, aku udh nunggu lama gajadi. jd telat masuk kerja juga",Grab
4FRIENDS,5,2026-03-16 11:29:24,terimakasih Grab,Grab
Loka Jaya,1,2026-03-16 11:28:48,"g bisa berkata kata ,cuma mau bilang kalo semua mahal di sini konsumen bakal pindah semua boss cari aplikasi yg lebih murah",Grab
megh vortuna,1,2026-03-16 11:28:07,"Setiap sore gak pernah dapat driver, useless banget aplikasi grab. buat apa promo promo kalo nyusain orang. sudah di komplain, masih aja gak berbenah.",Grab
hendrik Unyil,1,2026-03-16 11:08:42,APK LEMOT .. SUPER .. LEMOT . HAPUS AJA fasilitas grab foodnya bos . mengecewakan banyak pengguna.,Grab
Kazuma Voidbreaker Arcanis,1,2026-03-16 11:02:20,Aplikasi parah order berjam-jam gak dapat driver 👎💩,Grab
Amoy Bo,5,2026-03-16 10:55:47,seneng kalo ketemu orng yg ramah sehat selalu aamiin 🤲🤲🤲,Grab
Boss Muda,5,2026-03-16 10:48:05,good job Broo,Grab
Lord Anos,1,2026-03-16 10:45:18,"terlalu susah nyari, padahal byar tolong perbaikin app permudahkan bagi penumpang untuk dapat grap apa lagi di sore hari",Grab
nuggo nuggo,1,2026-03-16 10:44:47,"akhir akhir ini susah dpt driver, sekalinya dpt malah kagak maju2",Grab
Centin Centini,5,2026-03-16 10:39:35,"si Abang ramah,,tepat waktu",Grab
Aris Setiawan,5,2026-03-16 10:39:30,sangat baik,Grab
Gusman Gusman,5,2026-03-16 10:39:21,"cepat, mudah dan ramah",Grab
Wahyu Soemarjono,5,2026-03-16 10:39:11,top,Grab
Fatimatus Zahroh,2,2026-03-16 10:35:35,sekarang susah cari grab gtw knp sampai 1 jam setengah gk nemu²,Grab
Zahirah Sulistiana,5,2026-03-16 10:02:32,mantap,Grab
dewar alhafiz,5,2026-03-16 09:59:49,aplikasinya bermanfaat banget untuk transportasi yang aman dan sat set,Grab
Zenta Charity R,1,2026-03-16 09:58:45,"kenapa sekarang grab food susah pake cash? gua adanya cash jadi pake tunai tapi kok pesanan ga diambil"" driver ya? tulisannya lebih baik pake non runai biar gampang dapet driver.. anj lah orng adanya cash, dah laper juga gua mau tanya restoran kenapa gabisa terima cash malah fitur chat penjual udh ga ada",Grab
Setia nur samsi,5,2026-03-16 09:58:33,oke,Grab
Fahru,1,2026-03-16 09:02:30,apk gajelas huu mending hapus aja dari play store. mau pesan makanan aja ribet+error mulu+metode pembayaran error gak bisa di ganti,Grab
Dwi Wetika Pasyah,4,2026-03-16 08:41:56,"tolong dongg untuk harganya diperbaiki, walau ada voucher hrganya jdi tambah naikk, pdhl situasi jalanan normal dan tidak hujannn",Grab
Hastama Axara,1,2026-03-16 08:28:49,"aplikasi paling ruet,ga bisa baya cash ga bisa bayar pake qris harus pake opo,itupun opo ruet mending pake gojek,bisa virtual account",Grab
Yoyok Adjid,5,2026-03-16 08:18:26,pengemudi ramah...,Grab
Jujuk Suprihatini,5,2026-03-16 07:54:54,good,Grab
Karsum Abzul,1,2026-03-16 07:40:43,Hanya mementingkan customer dibanding mitranya sendiri,Grab
irwan syah,5,2026-03-16 07:33:37,keren,Grab
M Hendra Gunawan,5,2026-03-16 07:24:40,mantap,Grab
Bagus Sutrisno,5,2026-03-16 07:14:04,baik,Grab
Surya Buana,5,2026-03-16 07:13:27,bermanfaat sekali,Grab
reva anjeliaaa,5,2026-03-16 06:57:11,bagus dan helpfull banget tp apk nya sering banget minta di update jadi kdg kalo ga dibuka bbrp hari gt buat lanjut order harus update apk dulu,Grab
Dwi Nuraini,4,2026-03-16 06:47:13,keren,Grab
Susi Lawati,5,2026-03-16 06:38:08,aplikasi nya bagus. mohon perbaiki google map nya. soalnya antara alamat sama titik penjemputan tidak sinkron.,Grab
Maudiah Khasanah,1,2026-03-16 06:36:27,bintang satu. saya mesen makanan udah nunggu lama 1.5 jam tapi malah di cancel sepihak. bad.,Grab
Faris Fahrji,5,2026-03-16 06:33:34,sangat baik dan gampang 😊🙏 terimakasih,Grab
As Tuti,5,2026-03-16 06:32:17,ok,Grab
Anisa Ulfiana,1,2026-03-16 06:17:05,"foreclosed muluuuu ini kenapa lagi, padahal lagi pesen makanan malah gabisa dibuka",Grab
Sofian,5,2026-03-16 06:15:49,mantap,Grab
Ade Triatman,4,2026-03-16 05:48:23,good app,Grab
Zainal Abidin,5,2026-03-16 05:45:30,mantap,Grab
Rifah RAFIFAH,5,2026-03-16 05:42:32,"cuma agak naik dikit ya tarif nya,, gak seperti biasa",Grab
Wagino Wr,5,2026-03-16 05:37:12,Cepat,Grab
Fahmi Mubarok,5,2026-03-16 05:36:52,"driver ramah, dan tepat waktu 👍",Grab
Deon Pangaribuan 16,5,2026-03-16 05:26:02,ok,Grab
M Rifai,5,2026-03-16 04:55:05,baik,Grab
Rafeldo Tuparia,1,2026-03-16 04:54:20,ribet,Grab
Yulita Nuralifah,5,2026-03-16 04:47:55,baik,Grab
Mey shabila,1,2026-03-16 04:47:34,"pesan makanan disini dari jam 10.30 sampai sekarang jam 11.45 belum ada driver yg ambil, ditambah lagi gk bisa batalin pesanan sampah banget apk ny. Akhirnya pesan di shopee gk ada 5 menit udah ada yg ambil",Grab
Tatia Sugiono,5,2026-03-16 04:45:38,bagus,Grab
SADJILI _YT,5,2026-03-16 04:44:36,"Hallo Min kenapa Pesanan saya ganda saat pesan grab car, padahal saya sudah sudah naik mobil",Grab
ajik artawan,5,2026-03-16 04:40:30,"pelayanan nya bagus,nyaman dan driver ramah ,trims",Grab
Nusi Nusi Daulay,5,2026-03-16 04:28:46,ramah,Grab
Didik setiawan Setiawan,5,2026-03-16 04:25:24,puas banget,Grab
Stefen Sumerah,5,2026-03-16 04:01:32,cepat,Grab
SetiawanMora,5,2026-03-16 03:59:37,rekomended,Grab
Koko Handoko,5,2026-03-16 03:59:20,mantap,Grab
rano Mardiyanto,5,2026-03-16 03:22:04,mantap dlvernya,Grab
Meidy Leunufna,5,2026-03-16 03:16:35,apk yg sangat membantu,Grab
Viona velisca,5,2026-03-16 03:10:52,ok,Grab
Nayla Alifa husna,5,2026-03-16 02:41:27,mantappp suka sekaliii,Grab
Asiany Liptuan66,5,2026-03-16 02:24:47,bgus n ok,Grab
Herman Felelani85,5,2026-03-16 02:22:17,ranah driver ojjol grab bike,Grab
Marsel Botak,5,2026-03-16 02:19:18,aplikasi Bagus,Grab
Giri Purnomo,5,2026-03-16 02:01:11,sangat membantu,Grab
Arif Rohman,5,2026-03-16 02:01:03,mantap,Grab
Brenda Mustikasari,4,2026-03-16 01:50:50,"gatau kenapa sekarang pick up apapun selalu lama sekali nunggunya, bahkan driver terkadang lebih baik cancel jika dapat konsumen di titik rawan macet. so sad bgt🥲",Grab
Andi Ghaazy,5,2026-03-16 01:49:57,nice,Grab
Alfa Gen,5,2026-03-16 01:48:11,"Pelayanan bagus, aman, nyaman",Grab
Naura Nur Syifa,5,2026-03-16 01:10:07,apk nya bagus bgt tpi kok sekarang g bisa cash,Grab
Anita Suryono,5,2026-03-16 01:02:37,mantap àbangnya,Grab
NANANINANA,1,2026-03-16 01:00:43,"Sudah terlalu banyak driver tidak beradap, dan pihak grab masih diam saja?!!",Grab
Yemina Bangun,1,2026-03-16 00:49:31,"iklan grab tuh bisa dihilangin gaaa, nganggu sekalii. ini aplikasinya kan kita bayar yaa, iklann nya banyak. MENGANGGUU",Grab
Maya Nuaeri,1,2026-03-16 00:49:21,sumpah skrg cape bgt pesen grab dibatalin mulu. abangnya jauh2. aplikasinya ga sebagus dulu,Grab
Indra Wan,1,2026-03-16 00:34:18,"Makin kesini susah dapet driver, pas dapet kebanyakan ngecancel! Aplikasi bau!",Grab
Badrudin Udin,5,2026-03-16 00:33:57,terimakasih,Grab
Phina Official,1,2026-03-16 00:29:26,"App ga jelas, nggak bisa di cancel padahal di proses aja belum",Grab
Yay Slek,1,2026-03-15 22:30:21,apk cacat,Grab
M F,1,2026-03-15 21:45:03,"drivernya makin banyak yg ga beres, minta harga tambahan di luar aplikasi yg ga ngotak dan sering nyuruh cust cancel.",Grab
Dwi Mustika,2,2026-03-15 20:49:32,"tolong perbaiki sistem kalian dengan mitra pengemudi yg fair, akhir2 ini sulit sekali dapat driver. Pesen makanan yg kurang dari 5 km aja sampai ngga ada yg pick up. Kacau sih, baru pernah kejadian begini, padahal mitra yg beredar banyak lho bukannya ngga ada",Grab
Helga Irianti,1,2026-03-15 20:36:51,"saya pake grab bike karena ada yang hemat itu ditanggal 8 maret 2026 pesen dua kali di jam 12.52 dan 12.59,kenapa driver pertama pas sudah sampai di cancel? alasannya gak masuk akal. terus pas driver kedua sudah sampai tetapi gak tau dia sudah geser atau gimana karena perjalanan sangat jauh tetapi aman sampai rumah, saya mau kasih rating pas dicek kok cancel dari drivernya juga ini kenapa? dan saya pulangnya tidak pakai grab bike karena saya trauma",Grab
Rai Kusnandar,5,2026-03-15 20:29:22,oke,Grab
otty lucyawati,5,2026-03-15 18:26:33,Sangat mudah digunakan,Grab
Ahmad Randa,1,2026-03-15 18:01:56,Sangat tidak Profesional sampai 7 Kali Pengemudi Membatalkan Tanpa Konfirmasi terlebih Dahulu ntah apa alasan nya,Grab
Oppo Reno2z,5,2026-03-15 17:36:04,sopirnya ramah,Grab
hermawan mawan,5,2026-03-15 17:16:25,good job,Grab
Yansen Tato Wijaya,1,2026-03-15 17:12:23,"ini pacar saya naik grab, posisi sudah di cancel berkali kali sama grab bikenya. terus dia dapat lah 1 grab bike, pas di tanya ada helm atau enggak dijawab enggak lalu pas ditanya mantel atau enggak dijawab juga enggak. lalu teman saya inisiatif buat bantu nyari helm lah ke sekitar pas sudah dapat helm malah grab bike yang datang tadi ambil penumpang lain dan ninggalin temen saya di lokasi penjemputan. mohon ditindak lanjuti drivernya sampah",Grab
Mochalief R.R,1,2026-03-15 17:03:11,driver darurat catcalling,Grab
Yudi4yuoi,1,2026-03-15 16:08:06,apk buruk,Grab
Beno Saviour,5,2026-03-15 16:07:26,ok mantap,Grab
Rudi Hartono,5,2026-03-15 15:54:23,sangat gampang sekali,Grab
Hasan Maulana,1,2026-03-15 15:45:29,"untuk driver jangan mentang""murah malem"" cape plg kerja mau plg malah pada di cancel kita Gtau rezeki tips dari org seperti apa saya sebagai customer faham kondisi,makasih🙏",Grab
Tb. Taaj Anwar Sadat,5,2026-03-15 15:42:29,"Pelayanan bagus. saya kehilangan barang, dituntun sampai ketemu.. the best pokoknya. Dan ngga butuh waktu lama",Grab
Ramlan Willy16,1,2026-03-15 15:15:52,"aplikasi merugikan driver, driver pontang panting, aplikator tinggal tenang di kantor",Grab
Rayen Hernantheze,1,2026-03-15 15:05:59,aplikasi lamaaaaaaa dari jam set 6 sampe jam 11 ga ada yang Nerima pesanan padahal mau bayar ga ngutang,Grab
Raafi Muslim,1,2026-03-15 15:02:15,"lama, ga ada driver",Grab
Sarti Tri,5,2026-03-15 15:00:26,yang terbaikk,Grab
Akal Afellay,1,2026-03-15 14:59:34,"aplikasi tidak layak dipakai terus menerus khususnya untuk pemesanan makan, saya pesan sulit mendapatkan driver yang otomatis saya cari cara lain, uniknya mau dincancel sama sekali tidak bisa, dan barang datang setelah kami sudab mendapatkan solusi lain. saya kecewa!",Grab
Nitatata Binti jery,5,2026-03-15 14:45:54,sangat the best,Grab
Andreas Yayat,5,2026-03-15 14:19:48,sangat membantu....,Grab
Dzafira Dewi,5,2026-03-15 14:14:18,goodjob sir,Grab
Syifar,1,2026-03-15 14:06:20,tolonglah ini tiap ujan ga dpet mulu pengemudi ampe berjam2. gilak apa ini aplikasi mau nunggu ampe mati kelaparan?tolonglah ini tiap ujan ga dpet mulu pengemudi ampe berjam2. gilak apa ini aplikasi mau nunggu ampe mati kelaparan?,Grab
WAHYU,5,2026-03-15 13:55:51,andalan,Grab
anggun devi yunistiana,1,2026-03-15 13:47:57,mencari pengemudi berjam jam,Grab
Tony Wanadi,5,2026-03-15 13:47:39,nice,Grab
Prayogi Mediana Wibowo,5,2026-03-15 13:44:01,ok,Grab
