userName,app,score,at,content,normalized_text
Muhamad Umar M H,Grab,1,2026-03-18 09:17:40,"lama, jelek",lama jelek
Sukiran Nap,Grab,5,2026-03-18 09:15:56,pengemudi baik,kemudi baik
ike fitrinurani,Grab,1,2026-03-18 09:09:14,buruk g bisa dipake,buruk g dipake
Derma In,Grab,1,2026-03-18 08:18:42,"ini kenapa ya kok d cancle berkali2, pdhl stlh sy jalan kaki kluar mall, trnyt bnyk driver yg berhenti dan menawarkan jasa grab nya, tolong dperbaiki sistem nya ini",kenapa kok d cancle kali pdhl stlh saya jalan kaki kluar mall trnyt banyak pengemudi yang henti tawar jasa grab nya dperbaiki sistem nya
Muhammad Alyanji,Grab,5,2026-03-18 08:03:30,cukup bagus,cukup bagus
Agus Budiono,Grab,5,2026-03-18 07:56:46,sangat membantu,sangat bantu
Rita Wati,Grab,1,2026-03-18 07:31:18,"parah parah dapet driver terdekat, sudah siap mau mengantarkan. kendala aplikasi pengemudi di kunci oleh tim it anda. hal hasil saya di rugikan waktu dan pengantaran jadi lama. padahal driver tersebut ramah dan baik mau mengantarkan. berarti aplikasi anda bermasalah dengan mitra nya",parah parah dapet pengemudi dekat siap mau antar kendala aplikasi kemudi kunci tim it hal hasil di rugi waktu antar jadi lama padahal pengemudi sebut ramah baik mau antar arti aplikasi masalah mitra nya
Sinur purba Nur,Grab,5,2026-03-18 07:11:51,cepat dan baik,cepat baik
sella bekerja,Grab,5,2026-03-18 06:55:15,"thank you karena banyak pengemudi yang bisa di percaya disini, sllu jadi pilihan karena selalu percaya kalo grab itu lebih safe. mana banyak promo di grab food juga + terjangkau lagi. The best pokonya, pertahankan yaa 🫶",thank you banyak kemudi bisa percaya sini sllu jadi pilih selalu percaya kalo grab lebih safe mana banyak promo grab food jangkau the best poko tahan yaa
Fadly Fadly,Grab,5,2026-03-18 06:29:43,mantap,mantap
Jo No,Grab,5,2026-03-18 06:16:11,"tepat waktu,cuma terlambat hampir sejam.pdhal kurang dari 1km jaraknya.",tepat waktucuma lambat hampir sejampdhal kurang kamu jarak
MisalDam,Grab,1,2026-03-18 06:15:24,jangan pake grab,jangan pakai grab
Achmad Sobur,Grab,1,2026-03-18 06:05:55,drivernya pada blagu ga butuh duit,drivernya blagu tidak butuh duit
Putri Novita,Grab,2,2026-03-18 05:56:05,Layanan nya terbaik,layan nya baik
Intami Zada,Grab,5,2026-03-18 05:55:05,mantab,mantab
Risma Dias,Grab,1,2026-03-18 05:52:30,"ga lagi lagi pake grab!!!! kapokkkkkk. order grabfood salah pilih menu, gabisa di cancel. chat driver malah balesannya jelek bgt!!! bikin kapok! pdhl saya sopan bgt chat drivernya",tidak lagi pakai grab kapokkkkkk pesan grab food salah pilih menu gabisa cancel chat pengemudi malah balesannya jelek banget bikin kapok pdhl sopan banget chat drivernya
Dennis Dustin,Grab,5,2026-03-18 05:40:56,"efisien, sangat membantu",efisien sangat bantu
Ayu Prasetyani,Grab,4,2026-03-18 05:32:00,tolong dong fitur pengiriman food ya jngan bnyak pilihannya ka soalnya lambat banget prosesnya di batalin gk bisa pengiriman ya lambat mahal juga ongkirnya,dong fitur kirim food jngan bnyak pilih ka soal lambat banget proses batalin tidak kirim lambat mahal ongkirnya
Hertanto Tanto,Grab,5,2026-03-18 04:53:09,supirnya ramah dan sopan,supirnya ramah sopan
Abdulllah Sallum,Grab,1,2026-03-18 04:34:02,grab taek,grab taek
Niawati delauw delauw,Grab,5,2026-03-18 04:16:51,baik amanah,baik amanah
Fazri Riwayatku,Grab,5,2026-03-18 04:13:33,terbaik👌👌,baik
Ratna Sitorus,Grab,5,2026-03-18 03:57:14,grab sangat ok,grab sangat
Damayanti Sri,Grab,5,2026-03-18 03:05:33,semoga bermanfaat,moga manfaat
Rahman Dei,Grab,5,2026-03-18 02:33:25,sangat puas,sangat puas
Nur Palah,Grab,5,2026-03-18 02:20:32,Yaman di perjalanan,yaman jalan
Michael fransiscus ginting,Grab,1,2026-03-18 01:26:36,sistem subscription untuk mitra taik bikin susah cari ojol di sore hari,sistem subscription mitra taik bikin susah cari ojol sore hari
Febryawan sib'a sabili Febry,Grab,5,2026-03-18 00:54:03,Mantap,mantap
Yuky Asooee,Grab,5,2026-03-18 00:50:32,mantap,mantap
Niki Saputra,Grab,1,2026-03-18 00:46:06,"skrang mah tambah mahal padahal jaraknya 1,1 km kena 40.000",skrang mah tambah mahal padahal jarak kamu kena
Manto Mawardi,Grab,5,2026-03-17 23:54:56,"Alhamdulillah sekeluarga nyaman, makasih pak supir",alhamdulillah keluarga nyaman terima kasih pak supir
Abdul Wahab,Grab,5,2026-03-17 23:29:29,bagus dan ramah driver nya,bagus ramah pengemudi nya
Rika Sahara Juniar,Grab,5,2026-03-17 23:22:05,bagusss,bagusss
kaalf 12,Grab,1,2026-03-17 23:09:05,"driver sengaja melambatkan penjemputan. waktu tunggu 10 mnt tapi 18 mnit baru sampe kedapatan berenti sebentar mebuang putung rokok pantes lama bngt sambil ngerokok. minta cepet (krna driver lama dan susah dpt nya lg klo cencal krna sedikit ) tapi malah ngebut ugal²an bbrpa kali mau nabrak kendaraan lain hingga di teriakin. bahkan driver malah nyalahin customer "" kalo burru² cancel aja td gausah nunggu"" sampe saya mau di turunin di tengah jalan. PERBAIKI PELAYANAN DRIVER NYA",pengemudi sengaja lambat jemput waktu tunggu mnt mnit baru sampe dapat renti sebentar mebuang putung rokok pantes lama banget ngerokok minta cepet krna pengemudi lama susah dpt nya lagi kalau cencal krna sedikit malah ngebut ugalan bbrpa kali mau nabrak kendara hingga teriakin bahkan pengemudi malah nyalahin customer kalo burru cancel aja td gausah nunggu sampe mau turunin tengah jalan baik layan pengemudi nya
Anah Rizwan,Grab,4,2026-03-17 22:49:34,mantap,mantap
Kita Saya,Grab,1,2026-03-17 22:19:04,aplikasi Susah login.buruk sekali,aplikasi susah loginburuk sekali
Juliyanti Manullang,Grab,1,2026-03-17 20:30:01,"playanan dr driver2 y sih ok,tp dr segi layanan ovo payleter amat di sayangkan sy adalh pngguna setia d grab.tp enth dgn alasan apa ovo paylater sy tiba2 d nonaktfkan pdhl sy sllu byr tpt waktu..klu kya gini cerita y lbh bgus sm aplikasi sblh.msh ada kepercyaan y sm pelanggan setia.",playanan dari pengemudi y sih oktp dari segi layan ovo payleter di sayang saya adalh pngguna setia d grabtp enth dengan alas apa ovo paylater saya tiba d nonaktfkan pdhl saya sllu byr tpt waktuklu kya gin cerita y lbh bgus sama aplikasi sblhmsh kepercyaan y sama langgan setia
Rahmat Dwi aryanto,Grab,1,2026-03-17 19:32:17,jelek bgt pengemudi tidak mau tarif kecil dan lelet tidak tepat waktu jelek apk ini,jelek banget kemudi mau tarif kecil lelet tepat waktu jelek apk
ihsanulihkam,Grab,5,2026-03-17 19:17:03,okelah,baik
Ruddy Effendi,Grab,5,2026-03-17 19:13:37,nice apk,nice apk
Ryan Artha,Grab,1,2026-03-17 18:43:31,driver grabbike/motor lo buat akses hemat driver grabbike hemat bayar 20 rebu diluar komisi 20% jadi grabbike hemat sih grab dapet 20%tarif driver dan tambah 20 rebu per 1 driver 1 hari dan ada slot berbayar buat bike standard 3000 per 2 jam. argo grabbike hemat lebih parah murah. siap siap lo cabut dari Indonesia,pengemudi grabbikemotor kamu buat akses hemat pengemudi grabbike hemat bayar rebu luar komisi jadi grabbike hemat sih grab dapet tarif pengemudi tambah rebu per pengemudi hari ada slot bayar buat bike standard per jam argo grabbike hemat lebih parah murah siap siap kamu cabut indonesia
Pubg Mobile,Grab,1,2026-03-17 16:59:26,"aplikasi bego di cancelin mulu sama drivernya, udh gitu ribet pake nanya siapa yg nyetir? udh jelas gua pesen grab car & bayar.. udh gitu pake verivikasi muka juga, buat apa? mempersulit & tidak jelas..",aplikasi bego cancelin mulu sama drivernya sudah gitu ribet pakai nanya siapa yang nyetir sudah jelas gua sen grab car bayar sudah gitu pakai verivikasi muka buat apa sulit jelas
Ries J,Grab,1,2026-03-17 16:58:52,"kapok pake aplikasi grab ini, mitra pengemudi gk sopan dan ketika komplain tentang mitra pengemudi sulit diakses giliran di akses tindak lanjutnya malah belain mitra pengemudi. bukannya dievaluasi hey, inget kalian bisa maju karena costumer.",kapok pakai aplikasi grab mitra kemudi tidak sopan ketika komplain mitra kemudi sulit akses gilir akses tindak lanjut malah bain mitra kemudi bukan evaluasi hey inget kalian maju costumer
Erna Yusniawati,Grab,5,2026-03-17 16:50:57,terimakasih,terimakasih
Panti Yatim Bani Salam Bandung,Grab,1,2026-03-17 15:41:05,"Kecewa, sudah di batalkan gak naik sama sekali tapi saldo ovo terpotong. (berarti ERROR) mending di hapus aja app grabnya.",kecewa batal tidak naik sama sekali saldo ovo potong arti eror mending di hapus aja aplikasi grabnya
Wulan Rahma,Grab,5,2026-03-17 15:21:37,cemanw nak bagi lapor saya punye pon tingal kat grab,cemanw nak lapor punye pon tingal kat grab
Imo,Grab,1,2026-03-17 15:20:59,driver nya males. saya pesen grab food dari jam setengah 4 subuh sampe jam 5 belom selesai juga. pas dibaca keterangan nya driver nya belom nyampe. saya gak jadi sahur.,pengemudi nya males sen grab food jam tengah subuh sampe jam bom selesai pas baca terang nya pengemudi nya bom nyampe tidak jadi sahur
Nass Stock,Grab,1,2026-03-17 15:15:26,"aplikasi ga jelas, ada potongan via ovo giliran Ovonya dah di isi malah potongannya ilang hadeh. scam doang ni apk",aplikasi tidak jelas potong via ovo gilir ovonya sudah isi malah potong ilang hadeh scam doang ni apk
Windy Balaati,Grab,1,2026-03-17 14:45:37,Saya sudah top up lewat mbanking tetapi saldo ovo tidak bertambah sama sekali sudah hampir sejam menunggu tidak ada kejelasan,top up lewat mbanking saldo ovo tambah sama sekali sudah hampir jam tunggu ada jelas
Agakugun Nuguyuhul,Grab,1,2026-03-17 14:28:56,"Banyak sekali driver yang sering mencuri dengan pura pura mengantar pesanan, dan juga banyak driver cabul",banyak sekali pengemudi sering curi pura pura antar pesan juga banyak pengemudi cabul
Alaric Tristan,Grab,5,2026-03-17 14:27:56,pelayanan cepat mungkin untuk pengantar makanan bisa di perbaiki,layan cepat mungkin antar makan di baik
viskaeka,Grab,5,2026-03-17 14:25:26,aplikasi bagus...sebaiknya ditambah dengan rate restoran...kasian pengemudi jika ada keterlambatan karna kelalaian resto...,aplikasi bagussebaiknya tambah rate restorankasian kemudi ada lambat karena lalai resto
Jerry Manuel,Grab,1,2026-03-17 14:14:19,satu jam lebih makanan baru sampai... sudah tidak wajar.. bisa mati kelaparan orang,satu jam lebih makan baru sudah wajar mati lapar orang
Subandi,Grab,5,2026-03-17 14:13:30,mantap,mantap
Restu Prajitna Saputra,Grab,5,2026-03-17 14:00:25,apk nya bagus dan ramah ramah,apk nya bagus ramah ramah
Babay Subari,Grab,5,2026-03-17 13:55:21,sangat mudah di gunakan,sangat mudah guna
Zevanya Shintya,Grab,1,2026-03-17 13:47:20,"aplikasi dajal, driver aja lama kali",aplikasi dajal pengemudi aja lama kali
Abdul Muhyi Rofii,Grab,1,2026-03-17 13:43:27,"Grab di daerah Surabaya GK bisa do pake diskon, ga ngotak jarak 1kg 22rb stres kapok pake grab .!!!",grab daerah surabaya tidak do pakai diskon tidak ngotak jarak kg rb stres kapok pakai grab
Hazel,Grab,1,2026-03-17 13:18:50,"Pelayanan CS sepertinya gak niat bantu. Udah ngajuin keluhan dan fu berkali2, infonya uda diprioritasin ke tim untuk ditindaklanjuti, bakal di email lah. Nyata nya cuma Asbun doank",layan cs seperti tidak niat bantu sudah ngajuin keluh fu kali info uda diprioritasin tim ditindaklanjuti bakal email lah nyata nya cuma asbun doank
Sakhi Nabhan,Grab,5,2026-03-17 13:09:06,bagus banget grab nya ramah ramah,bagus banget grab nya ramah ramah
Maria,Grab,1,2026-03-17 12:59:22,"Drive suka tbtb cancel disaat buru2 udah keseringan pengalaman kegitu , plisss gmn caranya biar driver tdk cancel sesuka hati tanpa kejelasan padahal si driver sudah ada didepan mata tp drivernya pura2 buta dan tuli , suka keselll kalo nemu driver kegitu , mending kalo ada kejelasan",drive suka tbtb cancel saat buru sudah sering alam kegitu plisss bagaimana cara biar pengemudi tidak cancel suka hati jelas padahal si pengemudi depan mata tapi drivernya pura buta tuli suka keselll kalo nemu pengemudi kegitu mending kalo ada jelas
Pengguna Google,Grab,1,2026-03-17 12:58:34,tolong benerin ini algorithmanya masa ya selalu dapet driver yang jauh,benerin algorithmanya masa selalu dapet pengemudi jauh
Christyan Ferdian,Grab,3,2026-03-17 12:46:32,Sering lama cari driver,sering lama cari pengemudi
Annisauzzahroh N.A,Grab,1,2026-03-17 12:45:28,"jaman sekarang masak gak ada menu batalin pesanan, coba hubungin pake bantuan malah ga membantu sama sekali",jaman sekarang masak tidak menu batalin pesan coba hubungin pakai bantu malah tidak bantu sama sekali
Faridah Arisanti,Grab,5,2026-03-17 12:17:34,tepat waktu,tepat waktu
Huda,Grab,1,2026-03-17 12:16:35,pelayanan burukkk,layan burukkk
Rahma Wati,Grab,5,2026-03-17 12:16:07,sangat baik pelayanannya,sangat baik layan
Rio Adi Kurniawan,Grab,5,2026-03-17 12:07:06,mantappp,mantappp
40_Rose Liana Iva Julia,Grab,1,2026-03-17 12:05:59,kalo kondisi lagi macet dan hujan susah banget buat cari pengemudi padahal di aplikasi banyak tapi gaada yang mau menerima,kalo kondisi macet hujan susah banget buat cari kemudi padahal aplikasi banyak gaada mau terima
galuh santoso,Grab,1,2026-03-17 11:42:04,lama banget nunggu,lama banget nunggu
Reni Al fiani,Grab,1,2026-03-17 11:39:14,"Pesanan selalu di batalkan, sampai 3 kali pesanan. membuang2 waktu. dan sangat mengecewakan",pesan selalu batal kali pesan buang waktu sangat kecewa
unis cimol,Grab,1,2026-03-17 11:29:39,"pelayanan nya sangat tdk bagus. pengemudi malas buka MAP,.pdhal alamat sdh tertulis di aplikasi,driver nya sering marah pdhal liat map saja. tlg pihak GRAB perilaku pengemudi tlg di perbaiki,custumer bukan gratis tp bayar,atau sdh tdk butuh uang.jgn terima driver kaya lah,terima yg butuh kerjaan biar perilaku nya baik.",layan nya sangat tidak bagus kemudi malas buka mappdhal alamat sudah tulis aplikasidriver nya sering marah pdhal liat map tolong pihak grab perilaku kemudi tolong perbaikicustumer bukan gratis tapi bayaratau sudah tidak butuh uangjgn terima pengemudi kaya lahterima yang butuh kerja biar perilaku nya baik
Rosaa,Grab,1,2026-03-17 11:19:00,UDAH NUNGGU 90 MENIT MALAH DI CANCEL ALASAN GA NEMU DRIVER! KALO EMANG GA ADA DRIVER HARUSNYA JANGAN SAMPE NUNGGU 90 MENIT BARU DIBATALKAN!!! SANGAT BURUK!,sudah nunggu menit malah cancel alas tidak nemu pengemudi kalo emang tidak pengemudi harus jangan sampe nunggu menit baru batal sangat buruk
Nando Diwa,Grab,2,2026-03-17 11:13:17,musim hujan susah dapat gojek padahal hujan dah berhenti,musim hujan susah gojek padahal hujan sudah henti
astuti mardjo,Grab,1,2026-03-17 11:04:49,"pesan grabfood susah sekali dapat pengemudi. sudah menunggu berjam2 tapi hanya ada estimasi2 saja, sudah ditunggu malah tetap tidak dapat pengemudinya. rugi waktu! seharusnya dibatalkan otomatis saja jika memang sulit mendapatkan pengemudi.",pesan grab food susah sekali kemudi tunggu jam hanya estimasi sudah tunggu malah tetap dapat mud rugi waktu batal otomatis jika memang sulit dapat kemudi
Pasha Ramadhan,Grab,1,2026-03-17 11:04:15,"monopoli driver ? grabfood tertulis terlambat, Resto tidak memproses dan driver tidak ada yg pick up sampai akhirnya dibatalkan oleh sistem.",monopoli pengemudi grab food tulis lambat resto proses pengemudi ada yang pick up akhir batal sistem
Talitha Nashifa Widya,Grab,1,2026-03-17 10:57:12,"makin gajelas, lama nunggu drivernya padahal di kota besar",makin gajelas lama nunggu drivernya padahal kota besar
Lanzzy GG,Grab,1,2026-03-17 10:45:45,L parah driver grabfood nya gabisa di andelin,l parah pengemudi grab food nya gabisa andelin
Diogenes Nietzsche,Grab,1,2026-03-17 10:40:09,"sebelumnya dapat grabcar dekat , sekarang mau Grab motor dapatnya jauh . mau dibatalkan karena kejauhan, sistem mengancam bakal ngasih yang jauh kedepannya, sistem bangke",belum grab car dekat sekarang mau grab motor dapat jauh mau batal jauh sistem ancam bakal ngasih jauh depan sistem bangke
Gracia Kelly,Grab,2,2026-03-17 10:37:17,"Lemot, driver tidak ramah dan kadang di cancel dadakan oleh driver. Tolong diperbaiki, tolong perbaiki jaringan yg lemot",lot pengemudi ramah kadang cancel dada pengemudi baik baik jaring yang lot
Athallah Yusrandra,Grab,1,2026-03-17 10:31:22,minta tolong jangan cuek aja DRIVERNYA UDAH TAU INI PENTING!!,minta jangan cuek aja drivernya sudah tau penting
Eva rima Seffiana,Grab,5,2026-03-17 10:15:17,terima kasih kakak ..sudah diantar .ramah sekali,terima kasih kakak antar ramah sekali
Bhilan Dzulfikar,Grab,2,2026-03-17 10:12:50,Nyari driver nya lama ampass,nyari pengemudi nya lama ampass
Komang SaniYasa,Grab,1,2026-03-17 10:11:47,GrabCar Premiumnya kirain Innova Zenix ternyata BYD apa apaan aplikasi ini,grab car premium kirain innova zenix nyata byd apa apa aplikasi
Taufik Nugraha,Grab,5,2026-03-17 10:00:11,drivernya baik,drivernya baik
Sellatekang,Grab,5,2026-03-17 09:57:55,pesanan yang cepat dan sangat baik,pesan cepat sangat baik
Nani nuratin,Grab,5,2026-03-17 09:56:16,sesuai pesanan👍👍,sesuai pesan
maryam nabila,Grab,1,2026-03-17 09:40:38,"nge-bug parah telpon sama chat sampe GK bisa masuk, driver saya sampe marah karena dikira ngerjain doang padahal saya emng mau pesen makanan. sekalinya mau masuk mesti verivikasi lagi parah banget waktu saya habis sejam cuma untuk nungguin bug-nya hilang belum lagi verifikasi. gimana dong grab tolong kasih saya kejelasan.",ngebug parah telpon sama chat sampe tidak masuk pengemudi sampe marah kira ngerjain doang padahal memang mau sen makan sekali mau masuk mesti verivikasi parah banget waktu habis jam cuma nungguin bugnya hilang lagi verifikasi bagaimana dong grab kasih jelas
Fitriani 86,Grab,5,2026-03-17 09:39:08,tepat waktu,tepat waktu
na :],Grab,3,2026-03-17 09:27:01,"jujur aku sudah menggunakan aplikasi ini lumayan lama, dan saya suka pelayanan dri driver, tepat waktu, konfirmasi mengenai alamat ataupun pesanan. Sekarang? ada berita huru hara mengenai pemotongan tarif utk driver yg bisa dibilang besar, sehingga bbrp pesanan yg saya pesan (hari ini jg) belum ada yg ambil, bukan menyalahkan driver, jd TOLONG sistem pemotongannya dibenarkan, aku yg menggunakan sistem bayar cash jadi susah utk memesan krn permasalahan ini.",jujur saya guna aplikasi lumayan lama suka layan dri pengemudi tepat waktu konfirmasi kena alamat atau pesan sekarang berita huru hara kena potong tarif untuk pengemudi yang bilang besar bbrp pesan yang saya pesan hari juga ada yang ambil bukan salah pengemudi jd sistem potong benar saya yang guna sistem bayar cash jadi susah untuk mes karena masalah
Supriadi K.Wang,Grab,5,2026-03-17 09:23:19,gampang dan cepat..hanya harga agak tinggi untuk jarak dan waktu tertentu,gampang cepathanya harga tinggi jarak waktu tentu
Elaina Kawai,Grab,1,2026-03-17 09:22:13,"harus lebih seleksi nih untuk memilih mitranya, masih banyak yang nakal mitra nya, masak ambil orderan lain selagi mash order, kayk barusan saya gosend es untuk teman saya, orang nya malah sambil orderan lain, lama banget lagi ngirim hampir 2,5 jam padahl pakai yang instan no instan hemat, parah banget sih ini",lebih seleksi ini pilih mitra banyak nakal mitra nya masak ambil pesan selagi mash pesan kayk barusan gosend es teman orang nya malah pesan lama banget ngirim hampir jam padahl pakai instan no instan hemat parah banget sih
Rivaldo Setyawan,Grab,5,2026-03-17 08:43:20,saya minta tolong aplikasi grab saya enggak bisa buat masuk kenapa ya?,minta aplikasi grab enggak buat masuk ya
Alfian Pratama,Grab,5,2026-03-17 08:27:39,mantap,mantap
RICKY TRANSPORT,Grab,1,2026-03-17 08:27:33,potongan ke driver nya nyiksa bener 45-60%.. penumpang bayar mahal tapi ke driver nya sangat murah sebagai konsumen sangat kecewa udh bayar mahal lho.,potong pengemudi nya nyiksa bener tumpang bayar mahal ke pengemudi nya sangat murah konsumen sangat kecewa sudah bayar mahal lho
Jajang Komara,Grab,5,2026-03-17 08:24:26,terimakih pak,terimakih pak
Dedi yansah,Grab,1,2026-03-17 08:03:26,"layanan terburuk, pesen makanan terlambat sampai 2 jam lebih",layan buruk sen makan lambat jam lebih
Askar Askar,Grab,5,2026-03-17 07:57:00,bang hp saya tinggal,bang hp tinggal
Rici Septriani,Grab,4,2026-03-17 07:48:07,perjalanan lebih menyenangkan,jalan lebih senang
Nazar Uddin,Grab,5,2026-03-17 07:39:29,sesuai dah,sesuai sudah
stafelsun,Grab,5,2026-03-17 07:28:37,Di update malah bikin gak nyaman nii.. admin tolong versi lama saja yg sudah biasa di pakai konsumen,perbarui malah bikin tidak nyaman nii admin versi lama yang biasa pakai konsumen
yhio j,Grab,5,2026-03-17 07:20:34,grab sangat membantu dan memberikan kemudahan dimanapun dan kapanpun,grab sangat bantu beri mudah mana kapan
Mama Omy,Grab,5,2026-03-17 07:02:46,enak sekali,enak sekali
Roni Nuryaman,Grab,5,2026-03-17 06:56:52,pokonya 👍👍👍👍👍👍,poko
Pengguna Google,Grab,5,2026-03-17 06:25:24,terima kasih abang,terima kasih abang
Kajat Ada,Grab,5,2026-03-17 06:22:00,pelayanan bagus,layan bagus
Daeng Yoyo Sukahar (Daeng Yoyo),Grab,2,2026-03-17 06:09:33,kebanyakan iklan aplikasi berat,banyak iklan aplikasi berat
Ferdolis Maine,Grab,5,2026-03-17 06:00:55,good apps,good apps
Fahrul Anas,Grab,2,2026-03-17 05:43:09,pelit vocer,pelit vocer
Kevin Widjaja,Grab,5,2026-03-17 05:34:42,"Mantap banget pelayanannya, ad kesalahan sistem di refund grabfoodnya",mantap banget layan ad salah sistem refund grabfoodnya
Cinthia Laurensia,Grab,1,2026-03-17 05:12:45,mau grab food aja cari driver sampai 1 jam lebih. d tmbh skrg biaya platform semakin mahal tiap kali pesan. ampunnnnnnn,mau grab food aja cari pengemudi jam lebih d tmbh sekarang biaya platform makin mahal tiap kali pesan ampunnnnnnn
Tiara Kavita,Grab,5,2026-03-17 05:10:49,ongkir tambah mahal,ongkir tambah mahal
Chairul Latif,Grab,4,2026-03-17 04:33:14,goof driver,goof pengemudi
Erik Kurniawan,Grab,5,2026-03-17 04:18:43,saya suka sekali cepat pengemudinya ramah2 luar biasa,suka sekali cepat mud ramah luar biasa
Hurin All,Grab,1,2026-03-17 03:58:40,tidak profesional,profesional
lestari dwi,Grab,5,2026-03-17 03:45:43,"pelayanan cepat , ramah",layan cepat ramah
muggiexyz,Grab,5,2026-03-17 02:32:20,an application that helps many people to travel and has a very good price range and is very helpful.,an application that helps many people to travel and has a very good price range and is very helpful
Jimmy Hosal,Grab,1,2026-03-17 02:07:54,"grabfood bermasalah, layanan pengantaran lama prosesnya. kurang gercep prosesnya. ketersediaan produk toko tidak di update. ada toko atau kurir yg tidak menguasai aplikasinya sendiri, bahkan kami konsumen diharapkan membatalkan pesanan kami sendiri...nah gimana caranya aplikasi grab tidak menyediakan pembatalan.",grab food masalah layan antar lama proses kurang gercep proses sedia produk toko di perbarui toko kurir yang kuasa aplikasi sendiri bahkan konsumen harap batal pesan sendirinah bagaimana cara aplikasi grab sedia batal
kirito,Grab,5,2026-03-17 02:03:32,"aplikasi dengan layanan yang sangat membantu sekali, saran dong bikin filter buat dapat driver cowo / cewe.",aplikasi layan sangat bantu sekali saran dong bikin filter buat pengemudi cowo cewe
Grace Greis,Grab,5,2026-03-17 01:34:35,driver sangat ramah,pengemudi sangat ramah
Wawan,Grab,5,2026-03-17 01:19:35,mantap,mantap
M.Rasyid Ridhoo',Grab,1,2026-03-17 01:09:06,"Aplikasi culas, kapitalis, rakus. perbudakan digital dengan cover kemitraan.",aplikasi culas kapitalis rakus budak digital cover mitra
Kamar Felix,Grab,1,2026-03-17 01:00:14,Mulai Sombong dan congkak ni aplikator2 ojol..,mulai sombong congkak ni aplikator ojol
rizky,Grab,1,2026-03-17 00:39:04,gua sengaja gak pilih hemat supaya gak dapat viar eh malah dapt viar njirlah plesse deh update app lu supaya customernya bisa dapat driver dengan kendaraan yg sesuai ya :),gua sengaja tidak pilih hemat tidak viar eh malah dapt viar njirlah plesse deh perbarui aplikasi kamu customernya dapat pengemudi kendara yang sesuai
Mutolib Mutolib,Grab,5,2026-03-17 00:34:41,pelayanan Bagus,layan bagus
danang is,Grab,1,2026-03-17 00:22:34,apk parah pesan makanan jam 7 dantang jam 11 di batalin gak bisa kemalemban ya udah tidur,apk parah pesan makan jam dantang jam batalin tidak kemalemban sudah tidur
muhammad sidik abdullah,Grab,5,2026-03-17 00:21:25,"pokoknya mantap ,",pokok mantap
Ana diana227,Grab,1,2026-03-17 00:16:49,"APALAHHHH PESEN MAKANAN UDAHHH NUNGGU LAMA LAMA,WAKTU NYAAA LEBIH DARI ESTIMASI PENGIRIMAN,MASIH DI TUNGGUIN EHHHH TIBA TIBA DI BATALIN APALAHHHH GRABBBB INI!!!!!",apalahhhh sen makan udahhh nunggu lama lamawaktu nyaaa lebih estimasi pengirimanmasih tungguin ehhhh tiba tiba batalin apalahhhh grabbbb
Ipung ipung,Grab,1,2026-03-16 23:56:26,"Pengemudi sangat jelek sekali, saya menunggu pesanan hampir 2jam lebih",kemudi sangat jelek sekali tunggu pesan hampir jam lebih
Kidul Wungu,Grab,5,2026-03-16 23:50:44,baik ramah,baik ramah
Denis alvian,Grab,5,2026-03-16 23:31:19,saya suka,suka
rW Fff,Grab,2,2026-03-16 23:26:37,"Tampilan Iklan "" DAPATKAN LEBIH BANYAK ONGKIR..."" menghalang layar sehingga tidak bisa melihat plat dan identitas driver. Kayaknya kurang Berguna banget atau mungkin bs dibuat ke opsilain tampilan tersebut",tampil iklan dapat lebih banyak ongkir halang layar tidak lihat plat identitas pengemudi kayak kurang guna banget mungkin bs buat opsilain tampil sebut
31. Mutiara,Grab,5,2026-03-16 23:26:21,"nangis bgt makin naik lgi harganya pdhl perginya di itu"" aja harganya berubah naik trus😭",nang banget makin naik lagi harga pdhl pergi itu aja harga ubah naik trus
Hari Yanto,Grab,5,2026-03-16 23:17:06,sangat nyaman,sangat nyaman
Karisma Nia,Grab,5,2026-03-16 22:00:00,"minta tolong grab map nya di perluas dan di komplit in yaa, pelayanan nya biakkkk sekaliii, selalu siap siagaaa jam berapa pun, terimakasih grab, cuma saran map sajaaa di per luas sama di komplit in, lainyaa okeeee bagetttttt",minta grab map nya luas komplit in yaa layan nya biakkkk sekaliii selalu siap siagaaa jam berapa terimakasih grab cuma saran map sajaaa per luas sama di komplit in lainyaa okeeee bagetttttt
Xiaomi Redmi,Grab,5,2026-03-16 21:44:10,cepat dan amanah,cepat amanah
Ida Wati,Grab,1,2026-03-16 21:27:26,"platfoam terpayah, beli makanan pilih prioritas malah ngulur terus sampe 46 menit, tidak membantu sama sekali",platfoam payah beli makan pilih prioritas malah ngulur terus sampe menit bantu sama sekali
Nadeo Argawinata,Grab,5,2026-03-16 21:12:44,Sangat recommended sekali Grab,sangat recommended sekali grab
Jafar Shidiq,Grab,1,2026-03-16 20:59:12,aplikasi rusak,aplikasi rusak
Clara Clara Adelia,Grab,5,2026-03-16 19:22:57,sangat membantu,sangat bantu
Gibran Ramadhan,Grab,5,2026-03-16 18:31:34,mantab,mantab
MOH ROFIQ,Grab,3,2026-03-16 18:21:01,menggunakan saat dibutuhkan saja,guna butuh
PP'LEE YOU LOVER,Grab,5,2026-03-16 17:21:12,sangat membantu,sangat bantu
m ridho al azzam,Grab,4,2026-03-16 17:19:50,mantap bagus fitur grabnya,mantap bagus fitur grabnya
